location,sex,age,year,precent_of_prevalence,upper_bound,lower_bound
Estonia,Both Sexes,35-39 years,2016,0.02612286,0.032041185,0.020666529
Estonia,Male,40-44 years,2016,0.0426646037586036,0.0538501427527149,0.0349919155146249
Estonia,Female,40-44 years,2016,0.0190261664448794,0.0249489590921422,0.0138720212422406
Estonia,Both Sexes,40-44 years,2016,0.030954783,0.038624792,0.025479179
Estonia,Male,15-19 years,2017,0.009065343288912,0.0125029716151508,0.0060463044837521
Estonia,Female,15-19 years,2017,0.0045429008873411,0.0071237465235973,0.0027590569195719
Estonia,Both Sexes,15-19 years,2017,0.006788378,0.009727001,0.004564802
Estonia,Male,20-24 years,2017,0.0205939510748878,0.0274910525875825,0.0146970946443401
Estonia,Female,20-24 years,2017,0.0110126475046708,0.0167059302357631,0.0070609118946558
Estonia,Both Sexes,20-24 years,2017,0.015796746,0.021936865,0.011008036
Estonia,Male,25-29 years,2017,0.0256399598584386,0.0324995964499121,0.0205779399353387
Estonia,Female,25-29 years,2017,0.0138847711219994,0.0188620767870578,0.0098943678031884
Estonia,Both Sexes,25-29 years,2017,0.019938687,0.025090568,0.015781393
Estonia,Male,30-34 years,2017,0.0291027175621004,0.0360528446591038,0.0231289397588358
Estonia,Female,30-34 years,2017,0.0153711804909775,0.021089625964779,0.0104520561368895
Estonia,Both Sexes,30-34 years,2017,0.02239799,0.027965664,0.017807894
Estonia,Male,35-39 years,2017,0.033121419895159,0.0409980202008998,0.0263583925651528
Estonia,Female,35-39 years,2017,0.0164204196492645,0.0218450054065857,0.0124250263857384
Estonia,Both Sexes,35-39 years,2017,0.024953533,0.030421204,0.020020475
Estonia,Male,40-44 years,2017,0.0416296708087775,0.0529901942785803,0.0350818803210765
Estonia,Female,40-44 years,2017,0.0175840681749182,0.0231894300306863,0.0130171386961482
Estonia,Both Sexes,40-44 years,2017,0.0297367,0.037225993,0.025021413
Estonia,Male,15-19 years,2018,0.0086190765081345,0.0118448696993977,0.0056952755010619
Estonia,Female,15-19 years,2018,0.0044960468058243,0.00700000600842,0.0027637869524479
Estonia,Both Sexes,15-19 years,2018,0.006531868,0.009197799,0.004390066
Estonia,Male,20-24 years,2018,0.0191494866573977,0.0261805526440519,0.013508893960201
Estonia,Female,20-24 years,2018,0.0107586259493369,0.0162924598076381,0.006988452599303
Estonia,Both Sexes,20-24 years,2018,0.014947656,0.021091055,0.010328558
Estonia,Male,25-29 years,2018,0.0240986185090846,0.0307905359624439,0.0193127593640378
Estonia,Female,25-29 years,2018,0.0134255565168515,0.0182297533096505,0.0094802228974421
Estonia,Both Sexes,25-29 years,2018,0.01892388,0.024244255,0.014969502
Estonia,Male,30-34 years,2018,0.027781221218716,0.0343077562115126,0.0223125052914144
Estonia,Female,30-34 years,2018,0.0146797450505662,0.0204543206906212,0.0100064450867246
Estonia,Both Sexes,30-34 years,2018,0.02143088,0.026752712,0.017064907
Estonia,Male,35-39 years,2018,0.0320720587038772,0.0398427202862933,0.0252876800392426
Estonia,Female,35-39 years,2018,0.0152970725172985,0.0205628794917353,0.011687613513176
Estonia,Both Sexes,35-39 years,2018,0.023870158,0.029458412,0.019311192
Estonia,Male,40-44 years,2018,0.0407803651573506,0.0522711863230223,0.0349973652331061
Estonia,Female,40-44 years,2018,0.016242577889159,0.0217108123611957,0.0119833899850015
Estonia,Both Sexes,40-44 years,2018,0.028708237,0.03601846,0.024384566
Estonia,Male,15-19 years,2019,0.0082951150202837,0.0114589230223613,0.0054423391943677
Estonia,Female,15-19 years,2019,0.0044584473385135,0.0068866604467468,0.0027709119650992
Estonia,Both Sexes,15-19 years,2019,0.006346321,0.009084475,0.004191282
Estonia,Male,20-24 years,2019,0.0180811715675107,0.0251200572622527,0.0126360943968668
Estonia,Female,20-24 years,2019,0.0105637011907088,0.0160320741640511,0.0067766909371855
Estonia,Both Sexes,20-24 years,2019,0.014311592,0.020462454,0.009846451
Estonia,Male,25-29 years,2019,0.0229260238116817,0.0300425231909092,0.018183008024519
Estonia,Female,25-29 years,2019,0.0130825283834358,0.0178675728192164,0.0090982565339992
Estonia,Both Sexes,25-29 years,2019,0.018163346,0.023660282,0.014152795
Estonia,Male,30-34 years,2019,0.0267544954007288,0.0350199356791278,0.0212878844525187
Estonia,Female,30-34 years,2019,0.0141604764131829,0.019934788352455,0.0095622120351591
Estonia,Both Sexes,30-34 years,2019,0.020678653,0.026195571,0.0165111
Estonia,Male,35-39 years,2019,0.031274202598582,0.0406109079959859,0.0242723164428175
Estonia,Female,35-39 years,2019,0.01446091857517,0.0195439100678521,0.0110531468019825
Estonia,Both Sexes,35-39 years,2019,0.023095117,0.029151993,0.018743096
Estonia,Male,40-44 years,2019,0.0401812707212441,0.0512730483152907,0.0341312880852193
Estonia,Female,40-44 years,2019,0.0152332835491671,0.0205089851545595,0.011312324181859
Estonia,Both Sexes,40-44 years,2019,0.027941186,0.035154251,0.023627585
Estonia,Male,15-19 years,2020,0.0081583243667585,0.011436566075235,0.0053516943594147
Estonia,Female,15-19 years,2020,0.0044297174642718,0.0068144420256735,0.0027443077111718
Estonia,Both Sexes,15-19 years,2020,0.006262759,0.009002508,0.004131147
Estonia,Male,20-24 years,2020,0.0176264959177306,0.0250634830076944,0.0122001659451765
Estonia,Female,20-24 years,2020,0.0104647886272656,0.0160052948895216,0.0067075383270091
Estonia,Both Sexes,20-24 years,2020,0.014046159,0.020228511,0.009684017
Estonia,Male,25-29 years,2020,0.0224029612910113,0.0304838107780856,0.0174144055013241
Estonia,Female,25-29 years,2020,0.0129415314055459,0.0178562780732447,0.0090442760125439
Estonia,Both Sexes,25-29 years,2020,0.017809325,0.023062739,0.01376863
Estonia,Male,30-34 years,2020,0.0262345269339402,0.0358101414661564,0.020586540166109
Estonia,Female,30-34 years,2020,0.0139465574002287,0.0196655269687619,0.0093681487062697
Estonia,Both Sexes,30-34 years,2020,0.020341782,0.025968932,0.016217982
Estonia,Male,35-39 years,2020,0.0308118041912903,0.041292030701141,0.023138592364194
Estonia,Female,35-39 years,2020,0.0141196239730046,0.0195151945261735,0.0105689525750557
Estonia,Both Sexes,35-39 years,2020,0.022707765,0.029094229,0.018109364
Estonia,Male,40-44 years,2020,0.0398976426861792,0.0516059161440646,0.0332754995871103
Estonia,Female,40-44 years,2020,0.0147873782140859,0.0205652036589832,0.0108288059123153
Estonia,Both Sexes,40-44 years,2020,0.027660076,0.034845686,0.023174365
Estonia,Male,15-19 years,2021,0.0081669588631206,0.0113820066785144,0.0054916097395768
Estonia,Female,15-19 years,2021,0.004410077840576,0.006696687554673,0.0026858072731624
Estonia,Both Sexes,15-19 years,2021,0.006257006,0.008932527,0.004140327
Estonia,Male,20-24 years,2021,0.0176049072568859,0.0245324570057431,0.0123019579152904
Estonia,Female,20-24 years,2021,0.0104466533225948,0.0157572177981679,0.0066376769293344
Estonia,Both Sexes,20-24 years,2021,0.014041047,0.02000846,0.009764024
Estonia,Male,25-29 years,2021,0.0223107823440749,0.028817068126084,0.0172540227693437
Estonia,Female,25-29 years,2021,0.0130337072782469,0.0175451553973456,0.0093421749940513
Estonia,Both Sexes,25-29 years,2021,0.017784004,0.02260338,0.013745085
Estonia,Male,30-34 years,2021,0.0260663837530387,0.0340167770767831,0.0211142017170277
Estonia,Female,30-34 years,2021,0.0140842477363682,0.0188392844873287,0.0094478612225931
Estonia,Both Sexes,30-34 years,2021,0.020335712,0.025439531,0.016402988
Estonia,Male,35-39 years,2021,0.0305648552914351,0.0395625483873651,0.0244164714781246
Estonia,Female,35-39 years,2021,0.0141919335563309,0.0186430751940046,0.0107474378149621
Estonia,Both Sexes,35-39 years,2021,0.022648234,0.028475038,0.018632691
Estonia,Male,40-44 years,2021,0.0398302198758599,0.0507954696432801,0.0325176739835835
Estonia,Female,40-44 years,2021,0.0148001147008069,0.0194578795523005,0.0111019143657021
Estonia,Both Sexes,40-44 years,2021,0.027650646,0.034840056,0.022927801
Estonia,Male,15-19 years,2022,0.0081962969950943,0.0115125572320599,0.0055627161355468
Estonia,Female,15-19 years,2022,0.0043969067357682,0.0066794745631874,0.0026440473114211
Estonia,Both Sexes,15-19 years,2022,0.006268012,0.008957982,0.004108227
Estonia,Male,20-24 years,2022,0.0176442708268335,0.0247299412658008,0.0119085720053124
Estonia,Female,20-24 years,2022,0.0104557516438427,0.015982728871369,0.0066181868218977
Estonia,Both Sexes,20-24 years,2022,0.01406378,0.019644595,0.009516098
Estonia,Male,25-29 years,2022,0.0222760959877057,0.0291884354742743,0.0166363206413416
Estonia,Female,25-29 years,2022,0.0131232855565989,0.0177749827289205,0.0090588179975151
Estonia,Both Sexes,25-29 years,2022,0.017790439,0.02233688,0.013819962
Estonia,Male,30-34 years,2022,0.0259998651137949,0.0340412852386833,0.019225997437138
Estonia,Female,30-34 years,2022,0.0142177877268552,0.0194913147973219,0.0095054775612804
Estonia,Both Sexes,30-34 years,2022,0.020353499,0.025085794,0.015969682
Estonia,Male,35-39 years,2022,0.0305270542251511,0.0399099879229162,0.022371267535325
Estonia,Female,35-39 years,2022,0.0142600279954971,0.0191020338863731,0.010703943638185
Estonia,Both Sexes,35-39 years,2022,0.022673521,0.028257329,0.017979161
Estonia,Male,40-44 years,2022,0.0400416110997475,0.0525407712887319,0.0298123373744341
Estonia,Female,40-44 years,2022,0.0148076498083641,0.0205375832845101,0.010936064107539
Estonia,Both Sexes,40-44 years,2022,0.027821904,0.035024984,0.021798545
Estonia,Male,15-19 years,2023,0.0085556997477052,0.0123610287074987,0.0056017675915765
Estonia,Female,15-19 years,2023,0.0045073115649984,0.0071571354525313,0.0027238724512355
Estonia,Both Sexes,15-19 years,2023,0.006503609,0.009530616,0.004129086
Estonia,Male,20-24 years,2023,0.0187906132524853,0.0261516850478435,0.0123688797740282
Estonia,Female,20-24 years,2023,0.0107003730725827,0.0160882448846064,0.0066603715675399
Estonia,Both Sexes,20-24 years,2023,0.014712184,0.020974117,0.009558883
Estonia,Male,25-29 years,2023,0.0226341228854371,0.0302222486116185,0.0166553483864748
Estonia,Female,25-29 years,2023,0.0128768672192717,0.0175029292067292,0.0088898148865111
Estonia,Both Sexes,25-29 years,2023,0.017826554,0.022721357,0.013941872
Estonia,Male,30-34 years,2023,0.0264829572187126,0.034945024785158,0.0190602054528479
Estonia,Female,30-34 years,2023,0.0135084345379103,0.018914847165254,0.0089729464101203
Estonia,Both Sexes,30-34 years,2023,0.0202253,0.025677648,0.015299569
Estonia,Male,35-39 years,2023,0.0335984355333678,0.0450212345363687,0.0221911693889277
Estonia,Female,35-39 years,2023,0.0133416501973544,0.0175590158954864,0.0095277035693841
Estonia,Both Sexes,35-39 years,2023,0.023832492,0.030164234,0.017716862
Estonia,Male,40-44 years,2023,0.0444248932731364,0.0579127674856274,0.0304382599244103
Estonia,Female,40-44 years,2023,0.0139313002413942,0.0186036068071227,0.0100341889506369
Estonia,Both Sexes,40-44 years,2023,0.02960056,0.03768394,0.022622386
Finland,Male,15-19 years,2005,0.0256782094274646,0.0360251119311322,0.0172102208127487
Finland,Female,15-19 years,2005,0.0119813703070799,0.0183045490638987,0.0072306066744962
Finland,Both Sexes,15-19 years,2005,0.018766592,0.026883296,0.012630671
Finland,Male,20-24 years,2005,0.0695672461999173,0.0954357458180769,0.048316011173154
Finland,Female,20-24 years,2005,0.027492134717543,0.0419970707189568,0.0160234616753574
Finland,Both Sexes,20-24 years,2005,0.048577484,0.068164528,0.032958035
Finland,Male,25-29 years,2005,0.0718640335852207,0.0883580307370181,0.0567027946977273
Finland,Female,25-29 years,2005,0.0264860938090831,0.0363629919559914,0.0190694342093967
Finland,Both Sexes,25-29 years,2005,0.049395126,0.061267408,0.038836702
Finland,Male,30-34 years,2005,0.0646944876370951,0.0785805146592338,0.0514675599300856
Finland,Female,30-34 years,2005,0.0227836002007558,0.0310945209407915,0.0160289576827194
Finland,Both Sexes,30-34 years,2005,0.044083176,0.053315411,0.035273943
Finland,Male,35-39 years,2005,0.0599300139475105,0.068890681601313,0.0510944721716555
Finland,Female,35-39 years,2005,0.0225041109528711,0.0277703016274889,0.0180361164525124
Finland,Both Sexes,35-39 years,2005,0.041442313,0.046575154,0.035688371
Finland,Male,40-44 years,2005,0.0569395501483486,0.0641816625467744,0.0504101388590572
Finland,Female,40-44 years,2005,0.0222463962248824,0.0272124709550646,0.0181648610912516
Finland,Both Sexes,40-44 years,2005,0.039792219,0.043891009,0.035267488
Finland,Male,15-19 years,2006,0.0251486153849721,0.035308391299098,0.0172810982156444
Finland,Female,15-19 years,2006,0.0118701964047412,0.0182213214842267,0.0071164565416448
Finland,Both Sexes,15-19 years,2006,0.018441048,0.026022187,0.012032662
Finland,Male,20-24 years,2006,0.0680029269707498,0.0927337950420099,0.0477166705541885
Finland,Female,20-24 years,2006,0.0272654995348912,0.0419089950799975,0.0158437200870742
Finland,Both Sexes,20-24 years,2006,0.047701228,0.067858827,0.032329975
Finland,Male,25-29 years,2006,0.0708801503603683,0.0884301162182287,0.0565810695395161
Finland,Female,25-29 years,2006,0.0265437138599053,0.0358807977270097,0.0194629452957056
Finland,Both Sexes,25-29 years,2006,0.048922638,0.061044707,0.038433699
Finland,Male,30-34 years,2006,0.0640505529577782,0.0770556653833039,0.052139769432922
Finland,Female,30-34 years,2006,0.0229717912324186,0.0309820581548966,0.0162845391829129
Finland,Both Sexes,30-34 years,2006,0.043899236,0.052955391,0.035137041
Finland,Male,35-39 years,2006,0.0589231249459673,0.0671046180535556,0.050297991289739
Finland,Female,35-39 years,2006,0.0226821157044292,0.0277363365930837,0.0181961876186189
Finland,Both Sexes,35-39 years,2006,0.041016779,0.04596285,0.035780977
Finland,Male,40-44 years,2006,0.0559807207649315,0.0638629972174238,0.0494667524651297
Finland,Female,40-44 years,2006,0.0224384347024479,0.0269873865782137,0.0182377978044569
Finland,Both Sexes,40-44 years,2006,0.039400643,0.043268724,0.035274294
Finland,Male,15-19 years,2007,0.0238884575398638,0.0338035550293551,0.016055999425171
Finland,Female,15-19 years,2007,0.0117645632870562,0.018191958316979,0.0069885191476421
Finland,Both Sexes,15-19 years,2007,0.017763107,0.02542037,0.011279932
Finland,Male,20-24 years,2007,0.0642601154733716,0.0885250084858899,0.0446188693424388
Finland,Female,20-24 years,2007,0.0270560133423815,0.0419023601768963,0.0153359465434387
Finland,Both Sexes,20-24 years,2007,0.045709023,0.06521793,0.031084194
Finland,Male,25-29 years,2007,0.0684475625602693,0.086110880865063,0.0550214136269543
Finland,Female,25-29 years,2007,0.0267050179551889,0.0360867398010081,0.0191607589317111
Finland,Both Sexes,25-29 years,2007,0.047820185,0.059665933,0.0378789
Finland,Male,30-34 years,2007,0.0627690864961965,0.0748490992476456,0.0501256197249182
Finland,Female,30-34 years,2007,0.0234224790723461,0.0316113196431019,0.0162117007519738
Finland,Both Sexes,30-34 years,2007,0.043442924,0.052372078,0.034286399
Finland,Male,35-39 years,2007,0.0578133770829153,0.0668412633077183,0.0483923154605267
Finland,Female,35-39 years,2007,0.0231059882750321,0.0281939243821057,0.0186860163262866
Finland,Both Sexes,35-39 years,2007,0.040700682,0.045683146,0.035199037
Finland,Male,40-44 years,2007,0.0550616243640944,0.0634373987557058,0.048467859886536
Finland,Female,40-44 years,2007,0.0228858834761539,0.0278663443561661,0.0181878213026349
Finland,Both Sexes,40-44 years,2007,0.039148763,0.043606234,0.034893184
Finland,Male,15-19 years,2008,0.0223864596713637,0.0321848851806983,0.0140564835135228
Finland,Female,15-19 years,2008,0.0116744340764929,0.0182690013653788,0.0068182130525535
Finland,Both Sexes,15-19 years,2008,0.016971585,0.024741785,0.010470105
Finland,Male,20-24 years,2008,0.0597656698598265,0.0830174410348864,0.0408129792293091
Finland,Female,20-24 years,2008,0.0268838946031814,0.0420155969937078,0.0151592769343159
Finland,Both Sexes,20-24 years,2008,0.043373711,0.06259274,0.029649102
Finland,Male,25-29 years,2008,0.0653369423416641,0.0820079662781223,0.0519641526514294
Finland,Female,25-29 years,2008,0.0269072902215604,0.0367314912547081,0.0190585121856434
Finland,Both Sexes,25-29 years,2008,0.046349603,0.059276599,0.036521375
Finland,Male,30-34 years,2008,0.0611143275380393,0.0733422905074775,0.0480703912330486
Finland,Female,30-34 years,2008,0.0239613633315455,0.0330534422138761,0.0158735178547266
Finland,Both Sexes,30-34 years,2008,0.042857804,0.051928809,0.032954574
Finland,Male,35-39 years,2008,0.0566287375137987,0.0665248890991182,0.0464435487389787
Finland,Female,35-39 years,2008,0.0236113288909126,0.0295473490754031,0.018559314257128
Finland,Both Sexes,35-39 years,2008,0.040392982,0.046035452,0.034194785
Finland,Male,40-44 years,2008,0.0541399786844392,0.0638067960119,0.0468075294326809
Finland,Female,40-44 years,2008,0.0234174200891197,0.0288937699229833,0.0183237084733841
Finland,Both Sexes,40-44 years,2008,0.038937959,0.044526588,0.034200714
Finland,Male,15-19 years,2009,0.0211291241004028,0.0314124902804876,0.0125044757592077
Finland,Female,15-19 years,2009,0.0116115697465518,0.0182447395228931,0.0066723895764141
Finland,Both Sexes,15-19 years,2009,0.016314969,0.024276742,0.00978939
Finland,Male,20-24 years,2009,0.0559288240258873,0.079300164497891,0.0376877914312413
Finland,Female,20-24 years,2009,0.0267658715210192,0.0423528814378037,0.0152018396252093
Finland,Both Sexes,20-24 years,2009,0.041397103,0.060237326,0.027333738
Finland,Male,25-29 years,2009,0.0623146608821056,0.0790656687173201,0.0487412591615473
Finland,Female,25-29 years,2009,0.0270874318363351,0.037524331817038,0.0187488050979903
Finland,Both Sexes,25-29 years,2009,0.044930107,0.057677341,0.034535034
Finland,Male,30-34 years,2009,0.0593483977852101,0.0748214986284058,0.0455521798065259
Finland,Female,30-34 years,2009,0.0244137482843349,0.0347606752846904,0.0159227215187781
Finland,Both Sexes,30-34 years,2009,0.042185643,0.051891659,0.031576628
Finland,Male,35-39 years,2009,0.0553963771595009,0.0673889477601045,0.0442148006131789
Finland,Female,35-39 years,2009,0.0240335962232196,0.030920192030828,0.0183086851537062
Finland,Both Sexes,35-39 years,2009,0.039968756,0.046723068,0.032810531
Finland,Male,40-44 years,2009,0.0531729662708021,0.0640932105460106,0.0450409987138343
Finland,Female,40-44 years,2009,0.0238616020733465,0.0299208280137899,0.0182226273639707
Finland,Both Sexes,40-44 years,2009,0.038673848,0.044761939,0.03352568
Finland,Male,15-19 years,2010,0.0206033143508663,0.030271136600974,0.0123652342544421
Finland,Female,15-19 years,2010,0.0115873223319083,0.0181813789905199,0.0066542901535081
Finland,Both Sexes,15-19 years,2010,0.016040953,0.024477828,0.009641498
Finland,Male,20-24 years,2010,0.0541576035605299,0.0787749220896811,0.0356826232608396
Finland,Female,20-24 years,2010,0.0267195502163381,0.0424787809477905,0.0151842031311781
Finland,Both Sexes,20-24 years,2010,0.040491761,0.058983362,0.025547794
Finland,Male,25-29 years,2010,0.0601504340705223,0.0798710628098775,0.0450929357855583
Finland,Female,25-29 years,2010,0.0271821461559865,0.0375500876268746,0.0184828322464154
Finland,Both Sexes,25-29 years,2010,0.043875437,0.056336598,0.03332107
Finland,Male,30-34 years,2010,0.0577360033549276,0.0769083547261579,0.0427772920871041
Finland,Female,30-34 years,2010,0.0246050936523647,0.0361799918415178,0.0155395757157812
Finland,Both Sexes,30-34 years,2010,0.041456787,0.052743289,0.030338415
Finland,Male,35-39 years,2010,0.0541439495300344,0.070620854013517,0.0420525030300657
Finland,Female,35-39 years,2010,0.0242082212743806,0.0317963425982418,0.0178174701857048
Finland,Both Sexes,35-39 years,2010,0.039465119,0.048074304,0.031696811
Finland,Male,40-44 years,2010,0.0521172403109101,0.0672295755175332,0.0429206841378028
Finland,Female,40-44 years,2010,0.0240470474855902,0.0310764186293817,0.0181424526658296
Finland,Both Sexes,40-44 years,2010,0.03823228,0.045770538,0.032601626
Finland,Male,15-19 years,2011,0.0206423229232183,0.0302090883341432,0.0123711102652464
Finland,Female,15-19 years,2011,0.0116018187573047,0.0182444204978147,0.0066915058565222
Finland,Both Sexes,15-19 years,2011,0.016071914,0.024325914,0.009709237
Finland,Male,20-24 years,2011,0.0539598961608857,0.0784846879913794,0.0366555321418617
Finland,Female,20-24 years,2011,0.0267513804288865,0.0423928153330808,0.015337291727783
Finland,Both Sexes,20-24 years,2011,0.040395958,0.059484329,0.025589574
Finland,Male,25-29 years,2011,0.0586399714073044,0.0781175919138819,0.0449424520537138
Finland,Female,25-29 years,2011,0.0272133558831253,0.0374649106118001,0.0188473228686986
Finland,Both Sexes,25-29 years,2011,0.043139,0.05649418,0.033178446
Finland,Male,30-34 years,2011,0.0559368761739298,0.0736611867034378,0.0424736862255044
Finland,Female,30-34 years,2011,0.0245747245835234,0.0352161810377698,0.0158962779433696
Finland,Both Sexes,30-34 years,2011,0.040524854,0.051546111,0.029994752
Finland,Male,35-39 years,2011,0.0526028976882151,0.0658359383365987,0.0408828300262534
Finland,Female,35-39 years,2011,0.0240604101633386,0.0315188560633351,0.018278566228883
Finland,Both Sexes,35-39 years,2011,0.038645163,0.046207775,0.031095747
Finland,Male,40-44 years,2011,0.0507577570395869,0.0625212039906624,0.0422813667669645
Finland,Female,40-44 years,2011,0.0237677615351383,0.0304859580289484,0.0180997037809544
Finland,Both Sexes,40-44 years,2011,0.037405582,0.043799216,0.031971365
Finland,Male,15-19 years,2012,0.0207324027976119,0.0302416981224631,0.0125796706189757
Finland,Female,15-19 years,2012,0.0116380685657348,0.0182426254192145,0.0067899714636396
Finland,Both Sexes,15-19 years,2012,0.016130051,0.024400721,0.009819772
Finland,Male,20-24 years,2012,0.0538614758402973,0.0785441920031329,0.0364233505667775
Finland,Female,20-24 years,2012,0.0268350127620638,0.0422525402895177,0.0151777527974858
Finland,Both Sexes,20-24 years,2012,0.040389601,0.059010397,0.025753313
Finland,Male,25-29 years,2012,0.0571704936097838,0.0767325152573058,0.044283787286852
Finland,Female,25-29 years,2012,0.0272417133928085,0.0376041162210303,0.0188673469029185
Finland,Both Sexes,25-29 years,2012,0.042391087,0.056439366,0.032807273
Finland,Male,30-34 years,2012,0.0537396720788118,0.070664806573312,0.0411364097886675
Finland,Female,30-34 years,2012,0.0244915824551439,0.0353485412574482,0.0157761726251801
Finland,Both Sexes,30-34 years,2012,0.039401807,0.050059531,0.02959928
Finland,Male,35-39 years,2012,0.0507081120040051,0.0634935224746323,0.0400635647630029
Finland,Female,35-39 years,2012,0.0236895201043823,0.0305336178039218,0.017798950340132
Finland,Both Sexes,35-39 years,2012,0.037483083,0.04471799,0.02996428
Finland,Male,40-44 years,2012,0.0490498477504164,0.0590630994717366,0.0413965446981598
Finland,Female,40-44 years,2012,0.0230679590025687,0.0293115148230153,0.01755063777781
Finland,Both Sexes,40-44 years,2012,0.036226007,0.041888762,0.030892161
Finland,Male,15-19 years,2013,0.0208423305217915,0.0311130660886707,0.012883396298153
Finland,Female,15-19 years,2013,0.0116822038990611,0.0182538913286682,0.0067935543637118
Finland,Both Sexes,15-19 years,2013,0.016210458,0.024556141,0.009937477
Finland,Male,20-24 years,2013,0.0538056193769538,0.0779102793716235,0.0366648398743603
Finland,Female,20-24 years,2013,0.0269349249501291,0.0428770723539327,0.0151573070012223
Finland,Both Sexes,20-24 years,2013,0.040408755,0.059132061,0.02596284
Finland,Male,25-29 years,2013,0.0559110530675768,0.075410404474013,0.0433316111656701
Finland,Female,25-29 years,2013,0.0272633805702181,0.0376081284906064,0.018700739541096
Finland,Both Sexes,25-29 years,2013,0.041759364,0.056003528,0.032437535
Finland,Male,30-34 years,2013,0.0516046593015436,0.0684457868395137,0.0395597959267755
Finland,Female,30-34 years,2013,0.0243758354750589,0.0346705569419473,0.0158921915272928
Finland,Both Sexes,30-34 years,2013,0.038258239,0.048545856,0.028737181
Finland,Male,35-39 years,2013,0.0487932119344682,0.0612472316002107,0.0381008295644499
Finland,Female,35-39 years,2013,0.0231931560785983,0.0300168451364064,0.0170716710578845
Finland,Both Sexes,35-39 years,2013,0.036263411,0.044287882,0.028827335
Finland,Male,40-44 years,2013,0.0472074219927194,0.05664057951479,0.0394096402104604
Finland,Female,40-44 years,2013,0.0221521047889615,0.0278813754833158,0.0164698386505975
Finland,Both Sexes,40-44 years,2013,0.034878149,0.040756238,0.029077023
Finland,Male,15-19 years,2014,0.0209350546646182,0.0309534920599265,0.0132031825740504
Finland,Female,15-19 years,2014,0.011719607563795,0.0183168255751611,0.0068333428023475
Finland,Both Sexes,15-19 years,2014,0.016283306,0.024868913,0.009984402
Finland,Male,20-24 years,2014,0.0537355557050612,0.0784855945735424,0.0355606521481821
Finland,Female,20-24 years,2014,0.0270181617883087,0.0436157691156294,0.0152526239792831
Finland,Both Sexes,20-24 years,2014,0.040413742,0.059467154,0.026130267
Finland,Male,25-29 years,2014,0.055024226300428,0.0737053753316382,0.0418922862417641
Finland,Female,25-29 years,2014,0.027272360384213,0.0378627508886838,0.0181758872530158
Finland,Both Sexes,25-29 years,2014,0.041314649,0.054790049,0.031289789
Finland,Male,30-34 years,2014,0.0499890662661306,0.0673733126630583,0.036762652640525
Finland,Female,30-34 years,2014,0.0242472934262761,0.0341486463215895,0.0157153690653472
Finland,Both Sexes,30-34 years,2014,0.037388537,0.048304072,0.027818457
Finland,Male,35-39 years,2014,0.0471906057839447,0.0613446519194825,0.0352056684396226
Finland,Female,35-39 years,2014,0.0226684234322463,0.0294757020437759,0.0165789398404501
Finland,Both Sexes,35-39 years,2014,0.035195081,0.044259641,0.026749503
Finland,Male,40-44 years,2014,0.0454439507844211,0.0567188839225707,0.0355501279902261
Finland,Female,40-44 years,2014,0.0212243698683826,0.0274857955896144,0.0152260136361581
Finland,Both Sexes,40-44 years,2014,0.033526283,0.041032,0.027029103
Finland,Male,15-19 years,2015,0.020978730778848,0.0310377429430702,0.0130855886688459
Finland,Female,15-19 years,2015,0.0117366152397864,0.0184103111418273,0.0069948120847937
Finland,Both Sexes,15-19 years,2015,0.016323951,0.025340812,0.010179131
Finland,Male,20-24 years,2015,0.0535993430489845,0.0781609734220223,0.0347901700389023
Finland,Female,20-24 years,2015,0.0270516822712257,0.0430389819267893,0.0156846909335721
Finland,Both Sexes,20-24 years,2015,0.040366848,0.059748112,0.026287582
Finland,Male,25-29 years,2015,0.0546780002119847,0.0732890917559664,0.03946970355848
Finland,Female,25-29 years,2015,0.0272640289734437,0.0380059881204073,0.0180348325156658
Finland,Both Sexes,25-29 years,2015,0.041142423,0.055276816,0.030146512
Finland,Male,30-34 years,2015,0.0493515800519775,0.0685844132431593,0.0340011587419882
Finland,Female,30-34 years,2015,0.0241259855923302,0.0338723813889075,0.015588727470726
Finland,Both Sexes,30-34 years,2015,0.037003027,0.04859989,0.026448526
Finland,Male,35-39 years,2015,0.0462330383413224,0.0617042696557011,0.0324477029063503
Finland,Female,35-39 years,2015,0.0222126287507736,0.029322005869621,0.0154841091649909
Finland,Both Sexes,35-39 years,2015,0.034482774,0.044568633,0.025608108
Finland,Male,40-44 years,2015,0.0439732305432416,0.0578589148709378,0.0329273114808735
Finland,Female,40-44 years,2015,0.0204890086463331,0.0278516862639592,0.0143462570059648
Finland,Both Sexes,40-44 years,2015,0.032458627,0.040755242,0.024858019
Finland,Male,15-19 years,2016,0.0208558390551217,0.0306009692230178,0.0132230417387121
Finland,Female,15-19 years,2016,0.011713077720544,0.0181272186590474,0.0071342152690244
Finland,Both Sexes,15-19 years,2016,0.016250012,0.024964985,0.010054179
Finland,Male,20-24 years,2016,0.0531901988951757,0.076080137581138,0.0346978512303693
Finland,Female,20-24 years,2016,0.0269757715894921,0.0430953447040042,0.0154852587568192
Finland,Both Sexes,20-24 years,2016,0.040143503,0.058558565,0.026188698
Finland,Male,25-29 years,2016,0.0547562576281252,0.0719746482804913,0.0403987539027313
Finland,Female,25-29 years,2016,0.0271433874620079,0.0377261814865486,0.0184145312909747
