location,sex,age,year,percent_of_prevalence,upper,lower
Slovenia,Female,35-39 years,2014,0.0321336761901553,0.0431788693964779,0.0227574947578791
Slovenia,Male,40-44 years,2014,0.052223951639972,0.0689915123280996,0.040515065046425
Slovenia,Female,40-44 years,2014,0.0321123455083374,0.0432128160035213,0.0220837869230095
Finland,Male,15-19 years,2012,0.0207324027976119,0.0302416981224631,0.0125796706189757
Finland,Female,15-19 years,2012,0.0116380685657348,0.0182426254192145,0.0067899714636396
Finland,Male,20-24 years,2012,0.0538614758402973,0.0785441920031329,0.0364233505667775
Finland,Female,20-24 years,2012,0.0268350127620638,0.0422525402895177,0.0151777527974858
Finland,Male,25-29 years,2012,0.0571704936097838,0.0767325152573058,0.044283787286852
Finland,Female,25-29 years,2012,0.0272417133928085,0.0376041162210303,0.0188673469029185
Finland,Male,30-34 years,2012,0.0537396720788118,0.070664806573312,0.0411364097886675
Finland,Female,30-34 years,2012,0.0244915824551439,0.0353485412574482,0.0157761726251801
Finland,Male,35-39 years,2012,0.0507081120040051,0.0634935224746323,0.0400635647630029
Finland,Female,35-39 years,2012,0.0236895201043823,0.0305336178039218,0.017798950340132
Finland,Male,40-44 years,2012,0.0490498477504164,0.0590630994717366,0.0413965446981598
Finland,Female,40-44 years,2012,0.0230679590025687,0.0293115148230153,0.01755063777781
North Macedonia,Male,15-19 years,2012,0.0094382407830529,0.0150189128157449,0.0052536754629372
North Macedonia,Female,15-19 years,2012,0.0064367992826231,0.0108009626831126,0.0032985334091021
North Macedonia,Male,20-24 years,2012,0.0257634459402474,0.0399383327058756,0.0156069018873371
North Macedonia,Female,20-24 years,2012,0.0187043789795154,0.0297598702573262,0.010950791155202
North Macedonia,Male,25-29 years,2012,0.0321089388056854,0.0428314020597302,0.0224978882760985
North Macedonia,Female,25-29 years,2012,0.0257225217019,0.0375190876458259,0.0164220559093685
North Macedonia,Male,30-34 years,2012,0.032816132158564,0.0468658465732246,0.0206887560419443
North Macedonia,Female,30-34 years,2012,0.0279185415168123,0.0426816058813469,0.0164470534717471
North Macedonia,Male,35-39 years,2012,0.0286453806879069,0.0387729815936574,0.0206404776023933
North Macedonia,Female,35-39 years,2012,0.0256921780263463,0.0367687502983688,0.016121993914163
North Macedonia,Male,40-44 years,2012,0.0248963988988456,0.033889295953708,0.0172040903012514
North Macedonia,Female,40-44 years,2012,0.0228249406913835,0.0339459613440803,0.0137069917409236
Switzerland,Male,15-19 years,2010,0.0293757110297571,0.0452932249312513,0.0167880843360059
Switzerland,Female,15-19 years,2010,0.0120406093757124,0.0184818749656622,0.0070050785695656
Switzerland,Male,20-24 years,2010,0.0797315491605244,0.1238503164430934,0.0469801565737918
Switzerland,Female,20-24 years,2010,0.0276209488879777,0.0441466156719732,0.0156356612080577
Switzerland,Male,25-29 years,2010,0.0771209069940048,0.1075082078259044,0.0516588241547523
Switzerland,Female,25-29 years,2010,0.0260097241736982,0.0366794476456932,0.0168429946981226
Switzerland,Male,30-34 years,2010,0.0649654286538209,0.0945676615838096,0.0399759780915947
Switzerland,Female,30-34 years,2010,0.0214102634688116,0.0316689625009286,0.0125599947612899
Switzerland,Male,35-39 years,2010,0.0578159236060245,0.0786818752190052,0.0398397986462846
Switzerland,Female,35-39 years,2010,0.019264975482856,0.0264339920270616,0.0124247461768863
Switzerland,Male,40-44 years,2010,0.0526631400309128,0.0731836476390411,0.0373527522032427
Switzerland,Female,40-44 years,2010,0.0174252998759292,0.0244713230454849,0.0117290621950724
Italy,Male,15-19 years,2016,0.0167159506260982,0.0230590381277659,0.0112326700142387
Italy,Female,15-19 years,2016,0.009637738360579,0.0135918690940985,0.0065889060000966
Italy,Male,20-24 years,2016,0.0461892061487478,0.0643438069903024,0.0322193188137307
Italy,Female,20-24 years,2016,0.0242644962048462,0.0346871071421442,0.016293666674152
Italy,Male,25-29 years,2016,0.0495249488362111,0.0648879337480795,0.0367117374351292
Italy,Female,25-29 years,2016,0.0239455997071839,0.03120160030332,0.0176722555945646
Italy,Male,30-34 years,2016,0.0449034599188417,0.0610873005719478,0.0304135430633213
Italy,Female,30-34 years,2016,0.0201535327668175,0.0279086772703238,0.0131165870354776
Italy,Male,35-39 years,2016,0.037320661838784,0.0483140607473693,0.0270429292128748
Italy,Female,35-39 years,2016,0.0168521251287621,0.0225075020506464,0.0118248031601076
Italy,Male,40-44 years,2016,0.0305767940170435,0.04185025813398,0.0216895387112857
Italy,Female,40-44 years,2016,0.0138133056224689,0.0191079577523992,0.00949742500804
Albania,Male,15-19 years,2017,0.0093578092451043,0.0150613478515402,0.0049532104358441
Albania,Female,15-19 years,2017,0.0062791525687691,0.0103116269076859,0.0035286573296177
Albania,Male,20-24 years,2017,0.0257728839231113,0.0406291258985278,0.014942060355435
Albania,Female,20-24 years,2017,0.018191469016239,0.0286640298583967,0.0104763183350415
Albania,Male,25-29 years,2017,0.0320529149476189,0.0453302384195374,0.0214953754180236
Albania,Female,25-29 years,2017,0.0249559288473677,0.0363863855700924,0.0159840563347726
Albania,Male,30-34 years,2017,0.0323990247509674,0.0462445614201868,0.019863303496842
Albania,Female,30-34 years,2017,0.027186532517033,0.0413289594684991,0.0158176253742097
Albania,Male,35-39 years,2017,0.027279326925174,0.036930180423959,0.0184661935094232
Albania,Female,35-39 years,2017,0.0252588154220317,0.0350576139673895,0.0162313932853972
Albania,Male,40-44 years,2017,0.022280787589806,0.031349325856855,0.0151104248127661
Albania,Female,40-44 years,2017,0.0226611021861176,0.0327280992361086,0.014566688931654
Russian Federation,Male,15-19 years,2013,0.0127056167215684,0.0172580678722076,0.0090931114972872
Russian Federation,Female,15-19 years,2013,0.0056590903978863,0.0079995913937032,0.0038682191485396
Russian Federation,Male,20-24 years,2013,0.0373350098700526,0.0495809612882757,0.0273331546798626
Russian Federation,Female,20-24 years,2013,0.0173409956209712,0.0230366441162988,0.012711133604499
Russian Federation,Male,25-29 years,2013,0.0584074540739,0.0754947600299787,0.0432030885758376
Russian Federation,Female,25-29 years,2013,0.0292224855499121,0.038188000061635,0.0218841220110124
Russian Federation,Male,30-34 years,2013,0.0720741844236546,0.0936283017267751,0.0522631132489824
Russian Federation,Female,30-34 years,2013,0.0368473091719597,0.047755335573036,0.0267091339320235
Russian Federation,Male,35-39 years,2013,0.0818711784601166,0.1098790049088407,0.0613307127525433
Russian Federation,Female,35-39 years,2013,0.0404937568298976,0.0523610092247687,0.0315478114295061
Russian Federation,Male,40-44 years,2013,0.0947395751981133,0.126886527963882,0.0707471666828722
Russian Federation,Female,40-44 years,2013,0.0420993792452695,0.0567789576480287,0.0309959025165913
Estonia,Male,15-19 years,2017,0.009065343288912,0.0125029716151508,0.0060463044837521
Estonia,Female,15-19 years,2017,0.0045429008873411,0.0071237465235973,0.0027590569195719
Estonia,Male,20-24 years,2017,0.0205939510748878,0.0274910525875825,0.0146970946443401
Estonia,Female,20-24 years,2017,0.0110126475046708,0.0167059302357631,0.0070609118946558
Estonia,Male,25-29 years,2017,0.0256399598584386,0.0324995964499121,0.0205779399353387
Estonia,Female,25-29 years,2017,0.0138847711219994,0.0188620767870578,0.0098943678031884
Estonia,Male,30-34 years,2017,0.0291027175621004,0.0360528446591038,0.0231289397588358
Estonia,Female,30-34 years,2017,0.0153711804909775,0.021089625964779,0.0104520561368895
Estonia,Male,35-39 years,2017,0.033121419895159,0.0409980202008998,0.0263583925651528
Estonia,Female,35-39 years,2017,0.0164204196492645,0.0218450054065857,0.0124250263857384
Estonia,Male,40-44 years,2017,0.0416296708087775,0.0529901942785803,0.0350818803210765
Estonia,Female,40-44 years,2017,0.0175840681749182,0.0231894300306863,0.0130171386961482
Romania,Male,15-19 years,2017,0.009719287888052,0.015756361373219,0.0056468076750909
Romania,Female,15-19 years,2017,0.0065835484674797,0.0107466977739425,0.0036448467315424
Romania,Male,20-24 years,2017,0.0274335538135951,0.0419036319076367,0.0174005042775548
Romania,Female,20-24 years,2017,0.0194201324187617,0.0297683624847658,0.011744516697966
Romania,Male,25-29 years,2017,0.0363175494904568,0.0490477436216456,0.0258154377222416
Romania,Female,25-29 years,2017,0.0276104182527515,0.0386548787461619,0.0182840637663853
Romania,Male,30-34 years,2017,0.0394998013466677,0.0546495448584588,0.0270355003684002
Romania,Female,30-34 years,2017,0.0311968634039706,0.0449266524429778,0.019679660235743
Romania,Male,35-39 years,2017,0.0384605437456986,0.0499282405007179,0.027915129046519
Romania,Female,35-39 years,2017,0.0311357842119935,0.0421061767900903,0.0220286737058947
Romania,Male,40-44 years,2017,0.0367794192344494,0.0476025862911114,0.0271015507846208
Romania,Female,40-44 years,2017,0.029989425293456,0.0422360314364928,0.020292434619458
Israel,Male,15-19 years,2015,0.0103845245131832,0.0164096139385462,0.0060268003703025
Israel,Female,15-19 years,2015,0.0061989472640743,0.0103093252908498,0.0032132817291531
Israel,Male,20-24 years,2015,0.0250026587098589,0.0396792728856867,0.0150568032067371
Israel,Female,20-24 years,2015,0.013429833578686,0.0222428466731582,0.0071426522153667
Israel,Male,25-29 years,2015,0.0251492043743594,0.0347563473536468,0.0170719292173744
Israel,Female,25-29 years,2015,0.0129409390724659,0.0190523764416555,0.0078700745294054
Israel,Male,30-34 years,2015,0.0223337835230952,0.032302245547744,0.0141092220495984
Israel,Female,30-34 years,2015,0.010993797076172,0.0174862816670806,0.0061592554211442
Israel,Male,35-39 years,2015,0.0191012349600804,0.0257990626750192,0.0128862661310173
Israel,Female,35-39 years,2015,0.0093573838624883,0.0139853845464277,0.00560051434565
Israel,Male,40-44 years,2015,0.016371321890673,0.0227046973699668,0.0115585889812407
Israel,Female,40-44 years,2015,0.0078705368428183,0.012375102278259,0.0046029482270846
Czechia,Male,15-19 years,2013,0.0097998264762926,0.0154738314202613,0.0055989273771347
Czechia,Female,15-19 years,2013,0.0065330374796604,0.0106821923760878,0.0035352515035574
Czechia,Male,20-24 years,2013,0.0275997444661329,0.0420041777961991,0.0173281342692065
Czechia,Female,20-24 years,2013,0.0190654245387461,0.0295858659153735,0.0111149790410474
Czechia,Male,25-29 years,2013,0.0361950142911788,0.048733603442185,0.0258324239721009
Czechia,Female,25-29 years,2013,0.0266126007897873,0.0365999288022928,0.0174001079962005
Czechia,Male,30-34 years,2013,0.039176102859885,0.0532836802251154,0.0276547240502174
Czechia,Female,30-34 years,2013,0.029978295964767,0.0435474039113434,0.0182096219549794
Czechia,Male,35-39 years,2013,0.0382427166513388,0.0495460301596859,0.029268201096698
Czechia,Female,35-39 years,2013,0.0304917868580988,0.040803101134323,0.0208294108210147
Czechia,Male,40-44 years,2013,0.0375366770842479,0.0482489604218357,0.0288212151707073
Czechia,Female,40-44 years,2013,0.0300230135091532,0.0413012199661686,0.0205102689701946
Switzerland,Male,15-19 years,2011,0.02923302257119,0.0451418037857279,0.0168351263342578
Switzerland,Female,15-19 years,2011,0.0120472886279158,0.0185517265898672,0.0069662241429602
Switzerland,Male,20-24 years,2011,0.0792162801397534,0.1212315899670912,0.0474812954533713
Switzerland,Female,20-24 years,2011,0.0276137343835418,0.0440453911724449,0.0156157041399643
Switzerland,Male,25-29 years,2011,0.0766402083870728,0.104050339107642,0.0514380970153888
Switzerland,Female,25-29 years,2011,0.0259589984644939,0.0368812311917814,0.0170243244059638
Switzerland,Male,30-34 years,2011,0.0646310527585865,0.09242860274628,0.0398213297619768
Switzerland,Female,30-34 years,2011,0.021313011517214,0.0311357049759927,0.0126166922651197
Switzerland,Male,35-39 years,2011,0.0575330371025877,0.0779654280277216,0.0403300911198781
Switzerland,Female,35-39 years,2011,0.019126175364529,0.0262206329187854,0.0124378880233376
Switzerland,Male,40-44 years,2011,0.0523792676192646,0.0709314066759937,0.0375546936378264
Switzerland,Female,40-44 years,2011,0.017268161970397,0.0239153607792594,0.0117917773693041
Germany,Male,15-19 years,2013,0.0220961084693439,0.0316720126717662,0.0139294554973297
Germany,Female,15-19 years,2013,0.0108955284453924,0.0159790223130945,0.0069526797631898
Germany,Male,20-24 years,2013,0.0567808672623309,0.0805439520815157,0.0374683856909824
Germany,Female,20-24 years,2013,0.0245869331215249,0.0362833010556347,0.0169493572908835
Germany,Male,25-29 years,2013,0.0566766280285093,0.0709288300130805,0.0434848479853941
Germany,Female,25-29 years,2013,0.0221663864882645,0.0287381075247208,0.0163295134492115
Germany,Male,30-34 years,2013,0.0504181257024676,0.0652161254701961,0.0364092847346961
Germany,Female,30-34 years,2013,0.0176203194758302,0.0242290486696348,0.0116044193481748
Germany,Male,35-39 years,2013,0.04721137493764,0.0570740065798913,0.0389569096996322
Germany,Female,35-39 years,2013,0.0163644374590683,0.020671012706908,0.0117229045979882
Germany,Male,40-44 years,2013,0.0453919647144259,0.0553811036265404,0.0371780727174488
Germany,Female,40-44 years,2013,0.015471250052261,0.0202153106599257,0.0110292497092196
Germany,Male,15-19 years,2010,0.0262905658583435,0.0355758198524138,0.0182008033397378
Germany,Female,15-19 years,2010,0.0124369081995369,0.0175055757460392,0.0084490004096791
Germany,Male,20-24 years,2010,0.0681970162100063,0.0885612113617267,0.0503053614193303
Germany,Female,20-24 years,2010,0.0281740257883215,0.037289359863975,0.0204666690182294
Germany,Male,25-29 years,2010,0.0610275907295681,0.075644310609276,0.0492936010285034
Germany,Female,25-29 years,2010,0.0234004289061525,0.0289968054176996,0.0187508910479927
Germany,Male,30-34 years,2010,0.0484124254864965,0.0629974614490352,0.0362276514133891
Germany,Female,30-34 years,2010,0.0170904968823728,0.0232873353486945,0.0121526941678412
Germany,Male,35-39 years,2010,0.0447126676216775,0.0539664381995255,0.0363750574894523
Germany,Female,35-39 years,2010,0.0166617048378098,0.0204586710537949,0.0128627053472969
Germany,Male,40-44 years,2010,0.0429911046941293,0.0516829416987678,0.0359338554482489
Germany,Female,40-44 years,2010,0.0166333806232531,0.0214269223755153,0.012595099432481
Cyprus,Male,15-19 years,2013,0.0221632567615199,0.034862911394532,0.0124496338105582
Cyprus,Female,15-19 years,2013,0.0097456377687027,0.0151983689576709,0.0054098280870664
Cyprus,Male,20-24 years,2013,0.0572665340745458,0.0910759607288564,0.0332394222055898
Cyprus,Female,20-24 years,2013,0.021690127090954,0.0356907898966608,0.0116685510501188
Cyprus,Male,25-29 years,2013,0.0573326690118572,0.0799571290749587,0.0399042491771535
Cyprus,Female,25-29 years,2013,0.0197928050327347,0.0284273831788107,0.0128022133350935
Cyprus,Male,30-34 years,2013,0.0497098448094981,0.0732499670016953,0.0298212051020316
Cyprus,Female,30-34 years,2013,0.0157789679273933,0.0235124396862558,0.0092477718997867
Cyprus,Male,35-39 years,2013,0.0418503316216931,0.0591297611718598,0.0282392894979882
Cyprus,Female,35-39 years,2013,0.0134381964144113,0.0193831365036138,0.0084643291906964
Cyprus,Male,40-44 years,2013,0.035060359483813,0.0505506145291113,0.0233617022826299
Cyprus,Female,40-44 years,2013,0.0113671883123265,0.0172002527087718,0.0071042753124788
Serbia,Male,15-19 years,2015,0.0093383742086868,0.0150927768362284,0.0053536667607284
Serbia,Female,15-19 years,2015,0.0063278526972305,0.0104402798158895,0.0033475183947616
Serbia,Male,20-24 years,2015,0.0272246403724529,0.0414662845706222,0.0169862969683765
Serbia,Female,20-24 years,2015,0.0185107941727949,0.0290276374613548,0.0109760727013551
Serbia,Male,25-29 years,2015,0.0389629141091823,0.0529389990472996,0.0269506690297439
Serbia,Female,25-29 years,2015,0.0257097964561854,0.036931526891518,0.0167440034489775
Serbia,Male,30-34 years,2015,0.0433554318080208,0.0607783519607514,0.0286622048908116
Serbia,Female,30-34 years,2015,0.0283126124525192,0.0425049859128217,0.0166504195045054
Serbia,Male,35-39 years,2015,0.0399001763997089,0.051973233139125,0.0290450324544562
Serbia,Female,35-39 years,2015,0.0267968072780954,0.0376723218570247,0.0169879994177289
Serbia,Male,40-44 years,2015,0.0373909884873517,0.0497876259655697,0.0274542055279783
Serbia,Female,40-44 years,2015,0.0246899675864971,0.0354504705834107,0.0158287797756129
Luxembourg,Male,15-19 years,2014,0.0225522446199885,0.0354560240260079,0.0132034095098949
Luxembourg,Female,15-19 years,2014,0.0101270601839198,0.0153153213860074,0.0057672617526651
Luxembourg,Male,20-24 years,2014,0.0597390745852931,0.0922713884373077,0.0363686820217519
Luxembourg,Female,20-24 years,2014,0.0230177256104403,0.0360364360022701,0.0130501128127876
Luxembourg,Male,25-29 years,2014,0.0648223716741994,0.0877495819726106,0.0447508281062708
Luxembourg,Female,25-29 years,2014,0.0223735899307449,0.0319672196542883,0.014603961305955
Luxembourg,Male,30-34 years,2014,0.0615742334546607,0.0878378109810757,0.0390173039421093
Luxembourg,Female,30-34 years,2014,0.0195002808138767,0.027980025960864,0.0117701891895858
Luxembourg,Male,35-39 years,2014,0.0579329157412033,0.0775439285489339,0.0403510354714549
Luxembourg,Female,35-39 years,2014,0.0189961907024304,0.0259267810867999,0.0128667185291747
Luxembourg,Male,40-44 years,2014,0.0549956549041006,0.0721116974500057,0.0403255464718861
Luxembourg,Female,40-44 years,2014,0.0186057175274601,0.0256672599191939,0.0128082361359765
Estonia,Male,15-19 years,2016,0.0095583555544095,0.0132038283788458,0.0064264224872506
Estonia,Female,15-19 years,2016,0.0045947800294163,0.0072665116282862,0.0026985062245491
Estonia,Male,20-24 years,2016,0.0221641435491478,0.0303072624892371,0.0159244081312551
Estonia,Female,20-24 years,2016,0.0112853781202506,0.0174296833112331,0.0072034483973734
Estonia,Male,25-29 years,2016,0.0272692774920168,0.0340603440120544,0.0214028205480858
Estonia,Female,25-29 years,2016,0.0143717175556155,0.0193409532119549,0.010181189574605
Estonia,Male,30-34 years,2016,0.0305087632326239,0.0385870518075759,0.0238456631112699
Estonia,Female,30-34 years,2016,0.0161002848214472,0.0221072236309829,0.0107697036639038
Estonia,Male,35-39 years,2016,0.0343394476556803,0.0430177268361186,0.026466038686069
Estonia,Female,35-39 years,2016,0.0176226725259229,0.0232585448086685,0.01299631324922
Estonia,Male,40-44 years,2016,0.0426646037586036,0.0538501427527149,0.0349919155146249
Estonia,Female,40-44 years,2016,0.0190261664448794,0.0249489590921422,0.0138720212422406
Iceland,Male,15-19 years,2016,0.0214881670311073,0.0329674545305771,0.0122242873477733
Iceland,Female,15-19 years,2016,0.009738926214871,0.0151490344724939,0.0055931772296388
Iceland,Male,20-24 years,2016,0.0581187593801317,0.0887817433026748,0.0363873628479986
Iceland,Female,20-24 years,2016,0.0219531376660965,0.0353581248064117,0.01246342808353
Iceland,Male,25-29 years,2016,0.0652777109749303,0.0866943843928484,0.0461944725568812
Iceland,Female,25-29 years,2016,0.0207756725359209,0.029321238588835,0.0136435371575115
Iceland,Male,30-34 years,2016,0.0631725683707732,0.0874811892393988,0.0423695995709704
Iceland,Female,30-34 years,2016,0.0174648114027372,0.0257356529758164,0.0103971220000758
Iceland,Male,35-39 years,2016,0.0592036731121907,0.0778761075468937,0.0427546919615973
Iceland,Female,35-39 years,2016,0.0161936073913377,0.0219620298502289,0.0110242244999944
Iceland,Male,40-44 years,2016,0.0549364356288282,0.0745209234675022,0.040382941135228
Iceland,Female,40-44 years,2016,0.0148222731549117,0.0212113756666943,0.0102026206665738
Monaco,Male,15-19 years,2016,0.0224570681472168,0.0357420303094632,0.0126656102598626
Monaco,Female,15-19 years,2016,0.0096615823015032,0.0152069363616814,0.0054739941374638
Monaco,Male,20-24 years,2016,0.058668340767052,0.0951028307500211,0.0336844662689556
Monaco,Female,20-24 years,2016,0.0215312853247587,0.0364566787257221,0.011883309618405
Monaco,Male,25-29 years,2016,0.0595569438577214,0.0836252588313397,0.0390705103668368
Monaco,Female,25-29 years,2016,0.0199154169636724,0.0288094508347609,0.0130600840638904
Monaco,Male,30-34 years,2016,0.0519153029444298,0.079838606432404,0.0307678783364121
Monaco,Female,30-34 years,2016,0.0161714297771359,0.0251731313861741,0.0093067162991696
Monaco,Male,35-39 years,2016,0.0429778855624811,0.0619053523171837,0.0270466768643717
Monaco,Female,35-39 years,2016,0.014067081891626,0.0209551994286576,0.0085602338160224
Monaco,Male,40-44 years,2016,0.0350118986638701,0.0519034492051756,0.022130669048323
Monaco,Female,40-44 years,2016,0.0122524992099808,0.0186685790371389,0.0071959750280049
Sweden,Male,15-19 years,2013,0.0323239656940689,0.048373852664841,0.0201403715657158
Sweden,Female,15-19 years,2013,0.0192768648670515,0.0288628660577917,0.0115793994725183
Sweden,Male,20-24 years,2013,0.0924164482192335,0.1314374057544292,0.0596542516189882
Sweden,Female,20-24 years,2013,0.0492623007340591,0.0758534677561386,0.0291641671905634
Sweden,Male,25-29 years,2013,0.0988001986860716,0.1271776739359972,0.0761239648406783
Sweden,Female,25-29 years,2013,0.0463593164247089,0.0652498630256363,0.0310489416378655
Sweden,Male,30-34 years,2013,0.0893337453904698,0.1167651646122419,0.0644730668209105
Sweden,Female,30-34 years,2013,0.0360984902329412,0.0513434244656174,0.0227430053285322
Sweden,Male,35-39 years,2013,0.0774426153579302,0.095714511305848,0.0597364121461666
Sweden,Female,35-39 years,2013,0.0312556009329384,0.0425869417155091,0.0215663259414341
Sweden,Male,40-44 years,2013,0.0680419055959482,0.0854756545462031,0.0517376746819918
Sweden,Female,40-44 years,2013,0.0278120277932967,0.038683914660037,0.019339492142088
Greece,Male,15-19 years,2011,0.0219747327162159,0.0356956211402097,0.0127564459703645
Greece,Female,15-19 years,2011,0.0096445999753072,0.0148983139447827,0.0053869194535251
Greece,Male,20-24 years,2011,0.0571916364806791,0.0884657958225979,0.0333434489370704
Greece,Female,20-24 years,2011,0.0214911427848949,0.0353638007850404,0.0117690657999733
Greece,Male,25-29 years,2011,0.057891305556832,0.0812232438165985,0.0387253986855173
Greece,Female,25-29 years,2011,0.0197542651764856,0.0289692183996655,0.0125578163784748
Greece,Male,30-34 years,2011,0.0501622386315573,0.0752646938839974,0.0301988394906004
Greece,Female,30-34 years,2011,0.0158956064921411,0.0243078617984592,0.0092522524863858
Greece,Male,35-39 years,2011,0.0409077943612224,0.0573220715886415,0.0261695357050721
Greece,Female,35-39 years,2011,0.0136645365163048,0.0196292125879977,0.0085281407110595
Greece,Male,40-44 years,2011,0.0329566381870886,0.0470329993124442,0.0213331558142758
Greece,Female,40-44 years,2011,0.0117099599831915,0.0179486779836742,0.0068747143335784
San Marino,Male,15-19 years,2012,0.02256766399421,0.0362644928865756,0.0127009434549391
San Marino,Female,15-19 years,2012,0.0097853232335895,0.0151827299710322,0.0053726572122712
San Marino,Male,20-24 years,2012,0.058842897801214,0.0927183756681428,0.0340995225889845
San Marino,Female,20-24 years,2012,0.0217211448813531,0.0353543240275899,0.0125112341663436
San Marino,Male,25-29 years,2012,0.0594634333458975,0.0807049023827584,0.039731530075622
San Marino,Female,25-29 years,2012,0.0200084043993284,0.0287979720593571,0.0134688420854813
San Marino,Male,30-34 years,2012,0.0514510286234937,0.0791646628189646,0.0309755345991715
San Marino,Female,30-34 years,2012,0.0161733263876147,0.0243541921407679,0.0093791234319844
San Marino,Male,35-39 years,2012,0.0419124133638756,0.0596572951413047,0.0271276475799928
San Marino,Female,35-39 years,2012,0.0140778343763866,0.0201314705067856,0.0087849269734597
San Marino,Male,40-44 years,2012,0.0335063049264104,0.0482621454897312,0.0217156306386683
San Marino,Female,40-44 years,2012,0.0122578959137263,0.0183258441341133,0.0072957992919853
Greece,Male,15-19 years,2007,0.0219754225841773,0.0345487689085975,0.0115977442424325
Greece,Female,15-19 years,2007,0.0096369802201739,0.0148791035737614,0.0054405334705591
Greece,Male,20-24 years,2007,0.0569484596521081,0.0895470944794061,0.0321321110101662
Greece,Female,20-24 years,2007,0.0214300089584977,0.0353495044737228,0.0117068053681854
Greece,Male,25-29 years,2007,0.0573247686133108,0.0814755724114155,0.0388364403092339
Greece,Female,25-29 years,2007,0.0197503112656249,0.0289974908625358,0.0126104511008158
Greece,Male,30-34 years,2007,0.0494461005459663,0.0736253155519376,0.0297602993234101
Greece,Female,30-34 years,2007,0.0159362190596066,0.0242394332881793,0.0093742339108125
Greece,Male,35-39 years,2007,0.0402398676064302,0.0568769481286128,0.0257912686102142
Greece,Female,35-39 years,2007,0.0137506354449605,0.0204096793692813,0.0085776335882484
Greece,Male,40-44 years,2007,0.032305846139832,0.0477796789686433,0.0206348396885792
Greece,Female,40-44 years,2007,0.0118196127224279,0.0183840715742779,0.0070208944096797
Belarus,Male,15-19 years,2014,0.0124600101481159,0.0176001579979229,0.0080835598181639
Belarus,Female,15-19 years,2014,0.0056153348362321,0.0087400940432643,0.0033914862206079
Belarus,Male,20-24 years,2014,0.0301967767375512,0.0425864979838163,0.0209929863276513
Belarus,Female,20-24 years,2014,0.0152767128230984,0.0226092740169984,0.0100254122708282
Belarus,Male,25-29 years,2014,0.0434269287449835,0.0582357847041912,0.0331552154966173
Belarus,Female,25-29 years,2014,0.0235846121684587,0.0312447084518277,0.0178732134298766
Belarus,Male,30-34 years,2014,0.0535929336107063,0.0685402864010308,0.0422475566345908
Belarus,Female,30-34 years,2014,0.0290296259516006,0.0370624135867397,0.022555255024601
Belarus,Male,35-39 years,2014,0.0613060363122529,0.0774422391868509,0.048952119761497
Belarus,Female,35-39 years,2014,0.0321787141862009,0.039203280460341,0.024897197904393
Belarus,Male,40-44 years,2014,0.0730667994267551,0.0899196695502768,0.0564951746493459
Belarus,Female,40-44 years,2014,0.0347740098517198,0.0430248740634692,0.0264848176099563
Croatia,Male,15-19 years,2013,0.0100534858253334,0.0156120486923743,0.0061435282779214
Croatia,Female,15-19 years,2013,0.0066049004721154,0.010659895096317,0.0036840713710907
Croatia,Male,20-24 years,2013,0.0293809171839472,0.0445565405245708,0.0193131640449691
Croatia,Female,20-24 years,2013,0.019250263552197,0.0303940458011546,0.0113063673305144
Croatia,Male,25-29 years,2013,0.0407110704835591,0.0535331211546611,0.0294598890442043
Croatia,Female,25-29 years,2013,0.0268271196118947,0.036789578327349,0.0174872187293082
Croatia,Male,30-34 years,2013,0.0448389961364671,0.0595421661696871,0.0320818272894221
Croatia,Female,30-34 years,2013,0.0300594896538382,0.0435380581012206,0.018010190976173
Croatia,Male,35-39 years,2013,0.0425408447544534,0.0545575768922169,0.0324869206677007
Croatia,Female,35-39 years,2013,0.0299969040470175,0.0408089119451261,0.0210308636855851
Croatia,Male,40-44 years,2013,0.0401851936847793,0.0536965438759311,0.0308631720798314
Croatia,Female,40-44 years,2013,0.0290787390638811,0.0406307088496474,0.0196744600183945
Norway,Male,15-19 years,2013,0.0142676685533165,0.0200393943748629,0.0100929135269332
Norway,Female,15-19 years,2013,0.0062494717785137,0.0087150977344219,0.0042583355041996
Norway,Male,20-24 years,2013,0.0381174932458926,0.0516698198189009,0.0276239546477832
Norway,Female,20-24 years,2013,0.0151675846666295,0.0216375278668629,0.0103788656929058
Norway,Male,25-29 years,2013,0.0384122602944743,0.049504711993096,0.0290612147282175
Norway,Female,25-29 years,2013,0.0142777329568145,0.01886348689866,0.0106983185813766
Norway,Male,30-34 years,2013,0.0341192014178432,0.0450305542179016,0.0235630198183894
Norway,Female,30-34 years,2013,0.0115948198828149,0.0158621267083392,0.0076896182076621
Norway,Male,35-39 years,2013,0.0316507458252265,0.0409949397694613,0.0235155115810583
Norway,Female,35-39 years,2013,0.0098765870569209,0.0130559813620935,0.0071012498377214
Norway,Male,40-44 years,2013,0.0307975183315476,0.0419966921522699,0.0225540445547419
Norway,Female,40-44 years,2013,0.0088177048345056,0.0120101059593482,0.0061976801949637
Switzerland,Male,15-19 years,2012,0.0291507498349286,0.0450423354136767,0.0166926642711864
Switzerland,Female,15-19 years,2012,0.0120757819994059,0.0187636625761067,0.00692339317584
Switzerland,Male,20-24 years,2012,0.0788755239928811,0.1209249064976394,0.0477100155211358
Switzerland,Female,20-24 years,2012,0.0276416984997652,0.0442281732527618,0.0154554481842224
Switzerland,Male,25-29 years,2012,0.0763236594761373,0.1032341262372555,0.0534654142427227
