location,sex,age,year,percent_of_prevalence,upper,lower
Switzerland,Female,25-29 years,2012,0.0259330592720844,0.03656804786886,0.0172541508792005
Switzerland,Male,30-34 years,2012,0.0643707333618432,0.0926461667335107,0.0398351162827941
Switzerland,Female,30-34 years,2012,0.0212353451709381,0.0308519348204988,0.0126295525945151
Switzerland,Male,35-39 years,2012,0.0572740984856636,0.0773328523404945,0.0409781612695498
Switzerland,Female,35-39 years,2012,0.0190026753563766,0.0257855019735074,0.0122923224667697
Switzerland,Male,40-44 years,2012,0.0520232123163229,0.0691556403351028,0.0372631803452089
Switzerland,Female,40-44 years,2012,0.0171158405604155,0.0234674710711179,0.0116624772200308
France,Male,15-19 years,2012,0.0230390785244264,0.0352643265411221,0.0146952474649449
France,Female,15-19 years,2012,0.0106377664711239,0.016773976558059,0.0062341147066039
France,Male,20-24 years,2012,0.0599307434353324,0.0886979839408952,0.0378909694109684
France,Female,20-24 years,2012,0.0238473227319767,0.0376295003591232,0.013569990514999
France,Male,25-29 years,2012,0.0635688028650504,0.0839645111667375,0.0466386154490555
France,Female,25-29 years,2012,0.0227198873971578,0.0316635527464559,0.0148892046285237
France,Male,30-34 years,2012,0.0604532876980832,0.0818363112746306,0.0424852080840426
France,Female,30-34 years,2012,0.0193293051928755,0.0278566553655749,0.0118906369868677
France,Male,35-39 years,2012,0.0608468630132875,0.0768195028871032,0.0465715227167628
France,Female,35-39 years,2012,0.0184582528840537,0.0246900211926017,0.0127572351132526
France,Male,40-44 years,2012,0.0610410503263837,0.0781485834037501,0.0461073386298452
France,Female,40-44 years,2012,0.0178817241258638,0.0243519661429678,0.012563004673275
Montenegro,Male,15-19 years,2011,0.0094584931364609,0.0151944969555311,0.00540363818321
Montenegro,Female,15-19 years,2011,0.0064934596104671,0.0105440515092314,0.0033460593982615
Montenegro,Male,20-24 years,2011,0.0258151350268572,0.0403928453403388,0.0155932381914892
Montenegro,Female,20-24 years,2011,0.0186839327481216,0.0298358445437849,0.0111383364318833
Montenegro,Male,25-29 years,2011,0.0322940173984415,0.0447124075148322,0.022091583428892
Montenegro,Female,25-29 years,2011,0.0252514376824598,0.0358700879144916,0.0162767402596266
Montenegro,Male,30-34 years,2011,0.0330497895846982,0.0470166989310142,0.0210489921730261
Montenegro,Female,30-34 years,2011,0.0274047098097706,0.0412900188077467,0.0162239310549199
Montenegro,Male,35-39 years,2011,0.0287184974762213,0.0388150272591624,0.0199752498755098
Montenegro,Female,35-39 years,2011,0.0259689940159599,0.0364771784113303,0.0170515293668346
Montenegro,Male,40-44 years,2011,0.0247343301951222,0.0348859641609703,0.0170389124106395
Montenegro,Female,40-44 years,2011,0.0239367787912874,0.0351725962184055,0.0158278745649851
Denmark,Male,15-19 years,2013,0.024513228574277,0.0367753671811238,0.0151460332043186
Denmark,Female,15-19 years,2013,0.0101065696405395,0.0158522139433878,0.005861181462188
Denmark,Male,20-24 years,2013,0.0686686424661752,0.1004852499381846,0.0436762869742584
Denmark,Female,20-24 years,2013,0.0237170518987373,0.0378156669179485,0.0134733134014629
Denmark,Male,25-29 years,2013,0.0788670088118566,0.1056865362589284,0.0580704776458815
Denmark,Female,25-29 years,2013,0.0250967811255899,0.0348973411602488,0.0174206905246763
Denmark,Male,30-34 years,2013,0.0788277521491898,0.1041018566546221,0.0565776226867632
Denmark,Female,30-34 years,2013,0.0234404328854019,0.0330980027560617,0.0147388380377135
Denmark,Male,35-39 years,2013,0.0791238495491223,0.0994660480087517,0.0634697092155472
Denmark,Female,35-39 years,2013,0.0227550348781208,0.0304783973675692,0.01686596944716
Denmark,Male,40-44 years,2013,0.082033572378879,0.1018899183397023,0.0657309094462163
Denmark,Female,40-44 years,2013,0.0226805043022417,0.0293845737148475,0.0168328222934625
Slovakia,Male,15-19 years,2017,0.0095551246080185,0.0153230814920349,0.0054934563364351
Slovakia,Female,15-19 years,2017,0.0064500177907777,0.0105285744003683,0.0034701255354422
Slovakia,Male,20-24 years,2017,0.0277616713531413,0.0426674967119194,0.0177880389146067
Slovakia,Female,20-24 years,2017,0.0188653932623746,0.0295950627148891,0.0114685511278507
Slovakia,Male,25-29 years,2017,0.0390107923199615,0.0527934410480796,0.0289953298340708
Slovakia,Female,25-29 years,2017,0.0264995180949233,0.0373223178787713,0.0174325543089102
Slovakia,Male,30-34 years,2017,0.0441729111909856,0.057774269039129,0.0314572570810056
Slovakia,Female,30-34 years,2017,0.029695378178549,0.0422766067249468,0.0181992117295537
Slovakia,Male,35-39 years,2017,0.0445983338338125,0.0594851558609229,0.0336524159061801
Slovakia,Female,35-39 years,2017,0.0293210949546132,0.0395846502750708,0.0204538378514051
Slovakia,Male,40-44 years,2017,0.0443637962973403,0.0593797865875679,0.0325002971007572
Slovakia,Female,40-44 years,2017,0.0285129583501876,0.0391171514051888,0.0192231169916239
Latvia,Male,15-19 years,2016,0.0114409566012135,0.0154907979467317,0.0076143004056067
Latvia,Female,15-19 years,2016,0.0055896557209096,0.0087097212501716,0.0032214163294418
Latvia,Male,20-24 years,2016,0.025879089180391,0.0352077402114086,0.0176846615817752
Latvia,Female,20-24 years,2016,0.0139469741195736,0.0213450867617802,0.0085874557141225
Latvia,Male,25-29 years,2016,0.0325306848950185,0.0438188521606871,0.0248742205616292
Latvia,Female,25-29 years,2016,0.017338034240213,0.0236614639085138,0.0119711867332132
Latvia,Male,30-34 years,2016,0.0378157661991088,0.0502643235313446,0.0298957641254219
Latvia,Female,30-34 years,2016,0.0188318638593285,0.0269403972711823,0.0125093531683689
Latvia,Male,35-39 years,2016,0.0450791720470751,0.0598672405268835,0.0340903246994229
Latvia,Female,35-39 years,2016,0.0199760976888574,0.0264482190218193,0.0146409016728908
Latvia,Male,40-44 years,2016,0.0562851667346921,0.0718423554911181,0.0436130381674367
Latvia,Female,40-44 years,2016,0.0209693657123042,0.0282059268199828,0.0149498107963651
Luxembourg,Male,15-19 years,2015,0.0225014360561034,0.035593417494556,0.013087457726508
Luxembourg,Female,15-19 years,2015,0.0101389180123275,0.0152512447799391,0.0057689806496839
Luxembourg,Male,20-24 years,2015,0.0594055210505423,0.0913761206170443,0.036181072497507
Luxembourg,Female,20-24 years,2015,0.0230047306105202,0.0359218887399271,0.0130018894271922
Luxembourg,Male,25-29 years,2015,0.0639943048718544,0.088495205029728,0.0441097329773718
Luxembourg,Female,25-29 years,2015,0.0222429900458928,0.0315435372016794,0.0141047268097628
Luxembourg,Male,30-34 years,2015,0.0605805445441065,0.0864110077733611,0.0377431318322047
Luxembourg,Female,30-34 years,2015,0.0193039620294683,0.0276867066720214,0.0119985209211649
Luxembourg,Male,35-39 years,2015,0.0573296838388069,0.0772277348139363,0.0399121711581218
Luxembourg,Female,35-39 years,2015,0.0188540367112459,0.0253040068045277,0.0127240830133633
Luxembourg,Male,40-44 years,2015,0.0546969129823098,0.0732846114182618,0.0393887217371883
Luxembourg,Female,40-44 years,2015,0.0184829274860458,0.0258306911943278,0.012631993506998
Serbia,Male,15-19 years,2016,0.0093275681205017,0.0147444451774812,0.0053997168567517
Serbia,Female,15-19 years,2016,0.0063177218295786,0.01043945606668,0.0034717558402272
Serbia,Male,20-24 years,2016,0.0270426410050341,0.0412387327396702,0.0174753495003023
Serbia,Female,20-24 years,2016,0.0184339483105944,0.0287288938557837,0.0111704008841224
Serbia,Male,25-29 years,2016,0.0384096320094266,0.0510877215620183,0.0277818137711896
Serbia,Female,25-29 years,2016,0.0256031068138452,0.0366084916382113,0.0166070745159291
Serbia,Male,30-34 years,2016,0.0425801141563162,0.0584609793910022,0.0288603595063495
Serbia,Female,30-34 years,2016,0.0281790356569973,0.04172370114364,0.0166131928580221
Serbia,Male,35-39 years,2016,0.0391088633177225,0.0502339664492777,0.0290704751359818
Serbia,Female,35-39 years,2016,0.0267108491370085,0.0369262532314848,0.017389974195796
Serbia,Male,40-44 years,2016,0.0366290531018067,0.0481324413064867,0.0272774152954957
Serbia,Female,40-44 years,2016,0.024644650598647,0.0348556366256,0.0159392530799895
Lithuania,Male,15-19 years,2014,0.0128523628705135,0.0176940478602074,0.0085328484362678
Lithuania,Female,15-19 years,2014,0.0056852847248482,0.0089225165506424,0.003350516786306
Lithuania,Male,20-24 years,2014,0.0303902423824587,0.0395753158989065,0.0208868223742252
Lithuania,Female,20-24 years,2014,0.0146156803993151,0.022473686790097,0.0094970452256346
Lithuania,Male,25-29 years,2014,0.0393798153096461,0.0502109037208411,0.030950964780544
Lithuania,Female,25-29 years,2014,0.0192631096111146,0.0257632543064675,0.0136991789550141
Lithuania,Male,30-34 years,2014,0.0458121362362638,0.0581061708689588,0.035263262606896
Lithuania,Female,30-34 years,2014,0.0218047207165918,0.0298593460585042,0.015130696480998
Lithuania,Male,35-39 years,2014,0.052892460914996,0.0673636321451226,0.0402863905172373
Lithuania,Female,35-39 years,2014,0.0238084614722812,0.0309559489875335,0.0181326612533671
Lithuania,Male,40-44 years,2014,0.0636619910560331,0.0802880209497045,0.0519827104740277
Lithuania,Female,40-44 years,2014,0.025128853461967,0.0332925685932576,0.018851811379373
Germany,Male,15-19 years,2012,0.0239174560900069,0.032754504267459,0.0160151890873383
Germany,Female,15-19 years,2012,0.0115962655785811,0.0166318724687992,0.0075807180700341
Germany,Male,20-24 years,2012,0.0618115631360936,0.0839960998324019,0.0433745439720321
Germany,Female,20-24 years,2012,0.0262413722384138,0.0370491310155626,0.0187141724850694
Germany,Male,25-29 years,2012,0.0585460933501372,0.0724227461038914,0.0456081393841104
Germany,Female,25-29 years,2012,0.0227511514554031,0.0288229596363989,0.0173992825334572
Germany,Male,30-34 years,2012,0.049500149867058,0.0629633403668855,0.0372319611932968
Germany,Female,30-34 years,2012,0.017419494388902,0.0238205170732688,0.0118523869045267
Germany,Male,35-39 years,2012,0.0460358656195032,0.0552632752553721,0.0384916394689773
Germany,Female,35-39 years,2012,0.0164910772404364,0.0205532198538538,0.0123417008243918
Germany,Male,40-44 years,2012,0.0442417652455676,0.0529368624425393,0.0373855757194751
Germany,Female,40-44 years,2012,0.0159371598151304,0.0205212166914037,0.011809906335484
United Kingdom,Male,15-19 years,2013,0.0248776727025945,0.0349597159675424,0.0171257536094506
United Kingdom,Female,15-19 years,2013,0.0094490361150823,0.0132280635989708,0.0064763120184638
United Kingdom,Male,20-24 years,2013,0.0745115910797946,0.1009939208918135,0.0541421376562527
United Kingdom,Female,20-24 years,2013,0.0238911028314793,0.0331584831662989,0.0166735784836965
United Kingdom,Male,25-29 years,2013,0.0882355854437669,0.112100034814115,0.066938928935923
United Kingdom,Female,25-29 years,2013,0.0233308835840955,0.0306824092444117,0.0178409432971537
United Kingdom,Male,30-34 years,2013,0.0886137696256013,0.1145641674046277,0.0642102653480787
United Kingdom,Female,30-34 years,2013,0.0200645613514169,0.0268937151204884,0.0140006941749461
United Kingdom,Male,35-39 years,2013,0.08587039148057,0.1078378593849659,0.0675980244147603
United Kingdom,Female,35-39 years,2013,0.0186566578825688,0.0234758920320769,0.0141778556423144
United Kingdom,Male,40-44 years,2013,0.0813678288495804,0.1053995425915468,0.0619610127873869
United Kingdom,Female,40-44 years,2013,0.0173064349296109,0.0231003217983483,0.0128365623635408
North Macedonia,Male,15-19 years,2013,0.0095017833853259,0.0151004468783872,0.0053272156128416
North Macedonia,Female,15-19 years,2013,0.0064117450822974,0.0109414297420522,0.003292701975162
North Macedonia,Male,20-24 years,2013,0.0261766633796933,0.040998141770297,0.015900557893705
North Macedonia,Female,20-24 years,2013,0.0186971811760137,0.0295820283604619,0.0108891555510593
North Macedonia,Male,25-29 years,2013,0.0331465607180725,0.0448956951233852,0.0227203437171913
North Macedonia,Female,25-29 years,2013,0.0258579426545883,0.0379785654889692,0.0163817239680071
North Macedonia,Male,30-34 years,2013,0.0342862693976694,0.0489923233009894,0.0214159431350073
North Macedonia,Female,30-34 years,2013,0.0282299120312961,0.043195543823087,0.0167402151220847
North Macedonia,Male,35-39 years,2013,0.0302891698146298,0.0409085242647454,0.0217356905884341
North Macedonia,Female,35-39 years,2013,0.0262025729436357,0.0376866823921261,0.0164230970778097
North Macedonia,Male,40-44 years,2013,0.0265855492165339,0.0362007539892914,0.0186005785862828
North Macedonia,Female,40-44 years,2013,0.0234662661939114,0.0347437580275821,0.0140938887626173
Ireland,Male,15-19 years,2017,0.0291511017660371,0.0448712978342595,0.0174350552683547
Ireland,Female,15-19 years,2017,0.0172407143380462,0.0260432627768863,0.010051778999258
Ireland,Male,20-24 years,2017,0.0818219334931849,0.1214917215704398,0.0523904864549045
Ireland,Female,20-24 years,2017,0.0417198281359093,0.0649637346654529,0.0250372937018099
Ireland,Male,25-29 years,2017,0.0912064669193747,0.1188196841541825,0.0656106752418481
Ireland,Female,25-29 years,2017,0.0410420395051399,0.0584648265582932,0.0284405672358203
Ireland,Male,30-34 years,2017,0.0870698785711623,0.1165063995083089,0.0585477598424939
Ireland,Female,30-34 years,2017,0.0346465028960812,0.0505604962378889,0.0210328215122607
Ireland,Male,35-39 years,2017,0.0815067856755278,0.1024903481848491,0.0612364385177418
Ireland,Female,35-39 years,2017,0.0317384522603403,0.0430886653720904,0.0215678415433251
Ireland,Male,40-44 years,2017,0.0760657807021847,0.0973667409380506,0.0560271878715122
Ireland,Female,40-44 years,2017,0.0292655327495457,0.0412316591249967,0.0199399738206125
San Marino,Male,15-19 years,2013,0.0226232955601032,0.0362300894564001,0.0127955832804388
San Marino,Female,15-19 years,2013,0.0098472913474291,0.0153233106283756,0.0054059893416454
San Marino,Male,20-24 years,2013,0.0590785146374242,0.0927890676733036,0.0345220744656841
San Marino,Female,20-24 years,2013,0.0218498268503137,0.0358634209160093,0.012371871145205
San Marino,Male,25-29 years,2013,0.059697092069496,0.0833028643710323,0.0396531411629692
San Marino,Female,25-29 years,2013,0.0200744829291498,0.0287892021287488,0.0133697316627351
San Marino,Male,30-34 years,2013,0.0516721598552286,0.0794972647231918,0.0309264957858018
San Marino,Female,30-34 years,2013,0.0161979358680942,0.0247177509497008,0.0093202110570878
San Marino,Male,35-39 years,2013,0.0420602847029438,0.0597426321144371,0.027501547661794
San Marino,Female,35-39 years,2013,0.014088729860234,0.0202765322956828,0.0087718519960051
San Marino,Male,40-44 years,2013,0.0335610908250748,0.0486379542776962,0.0219579715724456
San Marino,Female,40-44 years,2013,0.0122678851601709,0.0183048890461981,0.007307089289662
France,Male,15-19 years,2013,0.0230146654384804,0.0344129076033414,0.0145121026791593
France,Female,15-19 years,2013,0.0106232926810649,0.016565827313943,0.0062349620451436
France,Male,20-24 years,2013,0.0598987875928043,0.0893377865408691,0.0380835193494571
France,Female,20-24 years,2013,0.023783205685148,0.0379395999972064,0.0134578348777549
France,Male,25-29 years,2013,0.0636907255464001,0.0856340872842035,0.0465365298150648
France,Female,25-29 years,2013,0.0225889861721988,0.0318376808082848,0.0147265838659809
France,Male,30-34 years,2013,0.0606025761922528,0.0815228167151671,0.0418768595495967
France,Female,30-34 years,2013,0.0191428947212031,0.0274266452406501,0.0118538587851074
France,Male,35-39 years,2013,0.0605741775526007,0.0753690392161283,0.0457717808331651
France,Female,35-39 years,2013,0.0181818073771363,0.0241888498392929,0.0123170720379703
France,Male,40-44 years,2013,0.0606527960988588,0.0754774287871112,0.0469625180343258
France,Female,40-44 years,2013,0.0175281344608454,0.0244225081106526,0.0124456528207833
Hungary,Male,15-19 years,2013,0.009909792140048,0.0158809678792094,0.0059136187943678
Hungary,Female,15-19 years,2013,0.0065476675226565,0.0106028222495952,0.0035166583193098
Hungary,Male,20-24 years,2013,0.0285453790495864,0.0439812943446687,0.0184255641362077
Hungary,Female,20-24 years,2013,0.0192795598197633,0.0305433183247733,0.0110846972289956
Hungary,Male,25-29 years,2013,0.0384039723710432,0.051797004460779,0.0271547871262369
Hungary,Female,25-29 years,2013,0.0270344074485928,0.0375154185731523,0.017797369987176
Hungary,Male,30-34 years,2013,0.0421649129060331,0.0577690745803235,0.0293718902428765
Hungary,Female,30-34 years,2013,0.0302561702562959,0.045318353401116,0.0183118751190329
Hungary,Male,35-39 years,2013,0.0413707966757402,0.0526854617152521,0.0320274727108496
Hungary,Female,35-39 years,2013,0.0300977453337038,0.0410869951948133,0.0203118757267585
Hungary,Male,40-44 years,2013,0.0403657620057452,0.0512795430178608,0.0317303279229272
Hungary,Female,40-44 years,2013,0.0296282915485801,0.0397737636772661,0.0198120928910259
