Title,Year,% of Pop. Abstainers,NumericValue,Min,Max
Uzbekistan,2013,80.8 [76.3 - 85.2],80.7827863,76.3369894,85.2285832
Armenia,2003,54.1 [50.4 - 57.7],54.0577454,50.4207755,57.6947153
Andorra,2018,16.8 [15.7 - 17.9],16.7975571,15.7266283,17.868486
Croatia,2005,40.3 [38.2 - 42.3],40.2648676,38.1992956,42.3304396
Estonia,2013,28.9 [26.9 - 30.8],28.8892686,26.9484839,30.8300533
Italy,2010,34.1 [32.4 - 35.7],34.0864118,32.4375761,35.7352474
Türkiye,2001,94.9 [93.7 - 96.1],94.9267359,93.7069582,96.1465135
Switzerland,2000,26.6 [25.2 - 27.9],26.5616932,25.2078179,27.9155686
Portugal,2020,23.8 [22.6 - 25.0],23.7784588,22.5575549,24.9993628
Slovenia,2000,34.8 [33.0 - 36.7],34.8169518,32.9618209,36.6720827
Belgium,2002,29.5 [28.0 - 31.0],29.4977615,28.0056206,30.9899025
Belgium,2010,14.6 [13.8 - 15.4],14.6017112,13.830869,15.3725533
Poland,2006,36.3 [34.4 - 38.2],36.3004357,34.3875201,38.2133512
Azerbaijan,2004,80.7 [76.7 - 84.7],80.7076551,76.7126482,84.702662
Slovenia,2002,37.5 [35.7 - 39.4],37.519323,35.6713373,39.3673088
Israel,2000,51.0 [47.8 - 54.2],51.01108,47.8194141,54.2027459
Tajikistan,2000,87.6 [84.5 - 90.7],87.5953428,84.5279781,90.6627075
Norway,2012,15.6 [14.5 - 16.7],15.5809857,14.4841684,16.677803
United Kingdom of Great Britain and Northern Ireland,2015,22.2 [21.1 - 23.4],22.2499522,21.1356016,23.3643028
Austria,2012,26.9 [25.6 - 28.3],26.9441516,25.5640092,28.324294
Poland,2012,18.7 [17.7 - 19.7],18.7272527,17.7218325,19.7326728
Greece,2017,36.7 [34.8 - 38.5],36.6630567,34.8333089,38.4928044
Germany,2005,21.6 [20.5 - 22.8],21.6360652,20.4770911,22.7950394
Netherlands (Kingdom of the),2014,22.8 [21.6 - 24.0],22.8404629,21.639041,24.0418848
Bulgaria,2019,23.5 [22.1 - 24.8],23.4832259,22.1288914,24.8375604
Belarus,2000,29.9 [27.7 - 32.1],29.9102219,27.6852362,32.1352076
Russian Federation,2006,27.9 [26.3 - 29.6],27.9391679,26.2966302,29.5817057
United Kingdom of Great Britain and Northern Ireland,2011,29.1 [27.7 - 30.6],29.147114,27.7342728,30.5599552
France,2010,29.7 [28.2 - 31.2],29.6917676,28.1980123,31.185523
Slovakia,2006,19.7 [18.6 - 20.8],19.6844453,18.5838208,20.7850699
Italy,2017,16.9 [16.0 - 17.8],16.9246499,16.000891,17.8484087
Portugal,2008,21.2 [20.0 - 22.4],21.2137763,20.0412446,22.3863081
Czechia,2015,32.6 [30.9 - 34.4],32.641612,30.9236603,34.3595638
Israel,2000,40.9 [38.2 - 43.6],40.90717,38.173285,43.6410549
Bulgaria,2003,35.6 [33.4 - 37.7],35.5811112,33.4261809,37.7360415
Andorra,2007,19.3 [18.1 - 20.5],19.3221554,18.0956203,20.5486904
Ireland,2005,11.8 [11.1 - 12.5],11.8161241,11.0930275,12.5392208
Albania,2010,37.1 [34.9 - 39.2],37.0562465,34.920547,39.1919461
Turkmenistan,2013,89.6 [86.2 - 93.0],89.5903782,86.21916,92.9615964
Belarus,2012,19.8 [18.1 - 21.6],19.82575,18.0692423,21.5822578
Ireland,2008,17.4 [16.4 - 18.4],17.4089868,16.4437899,18.3741837
Czechia,2013,17.5 [16.6 - 18.5],17.5331525,16.5629656,18.5033393
Romania,2001,32.1 [28.4 - 35.9],32.1427373,28.4148129,35.8706617
Andorra,2012,17.5 [16.4 - 18.7],17.5393983,16.4118925,18.6669041
Croatia,2015,31.7 [30.1 - 33.3],31.6527932,30.0540952,33.2514912
Luxembourg,2019,11.1 [9.7 - 12.4],11.0596989,9.6909318,12.4284661
Republic of Moldova,2002,39.0 [36.3 - 41.6],38.9511317,36.2983298,41.6039336
Belgium,2007,29.5 [28.1 - 31.0],29.545972,28.1199385,30.9720055
Ukraine,2010,32.1 [29.8 - 34.3],32.0656587,29.8157169,34.3156005
North Macedonia,2014,57.8 [54.0 - 61.6],57.8120874,54.0199967,61.604178
Belarus,2019,21.7 [19.9 - 23.5],21.7209717,19.9186832,23.5232603
Latvia,2006,18.2 [16.9 - 19.6],18.2402467,16.8709317,19.6095618
Norway,2018,22.8 [21.1 - 24.4],22.7511724,21.094701,24.4076438
Cyprus,2009,40.3 [37.8 - 42.8],40.3251091,37.8347069,42.8155113
Estonia,2013,22.8 [21.2 - 24.3],22.7597423,21.183227,24.3362577
Romania,2019,24.0 [22.1 - 25.9],23.9808684,22.071488,25.8902489
Türkiye,2012,94.4 [93.1 - 95.7],94.3859434,93.1126449,95.6592419
Russian Federation,2010,39.0 [37.1 - 40.9],39.02627,37.1466338,40.9059063
Greece,2013,17.8 [16.8 - 18.9],17.8161965,16.7809928,18.8514002
Greece,2007,24.3 [23.0 - 25.5],24.2928616,23.0361999,25.5495234
Uzbekistan,2019,85.2 [81.3 - 89.2],85.2388777,81.3111621,89.1665933
Slovakia,2012,27.4 [26.0 - 28.8],27.4054509,26.0211239,28.789778
Norway,2004,16.4 [15.5 - 17.3],16.3841483,15.4603483,17.3079483
Czechia,2009,17.3 [16.3 - 18.3],17.3014506,16.2958206,18.3070806
Poland,2002,30.3 [28.6 - 32.1],30.3448676,28.6364666,32.0532686
Luxembourg,2013,20.5 [18.4 - 22.6],20.51022,18.4100609,22.610379
Greece,2012,35.2 [33.3 - 37.0],35.1642118,33.3363715,36.992052
Latvia,2013,32.6 [30.5 - 34.8],32.6141335,30.4528994,34.7753675
Malta,2014,16.2 [15.3 - 17.2],16.2294025,15.2985446,17.1602604
Hungary,2017,28.3 [26.9 - 29.8],28.3247199,26.8990349,29.7504049
Estonia,2019,17.6 [16.3 - 18.9],17.5991715,16.2654703,18.9328726
Iceland,2016,27.6 [26.0 - 29.2],27.6104923,26.0478146,29.17317
North Macedonia,2004,54.6 [51.0 - 58.3],54.6332406,50.9898744,58.2766068
Ukraine,2003,33.4 [31.0 - 35.7],33.3700288,31.0204464,35.7196111
Russian Federation,2016,41.1 [39.1 - 43.2],41.1493358,39.13264,43.1660316
United Kingdom of Great Britain and Northern Ireland,2020,22.1 [21.0 - 23.2],22.0821185,20.9557412,23.2084958
Kyrgyzstan,2014,86.4 [82.9 - 90.0],86.4205136,82.8716503,89.9693769
Ukraine,2008,38.5 [35.9 - 41.1],38.5248934,35.9487893,41.1009975
Iceland,2013,22.6 [21.4 - 23.9],22.6269612,21.3828633,23.871059
Republic of Moldova,2009,31.5 [29.3 - 33.8],31.5272769,29.2745771,33.7799768
Austria,2009,13.9 [13.2 - 14.7],13.9450651,13.1960465,14.6940837
Estonia,2012,29.2 [27.3 - 31.1],29.1975094,27.3149686,31.0800503
North Macedonia,2013,46.0 [42.4 - 49.6],45.9991501,42.3846658,49.6136344
Hungary,2011,19.3 [18.3 - 20.4],19.3359423,18.3026902,20.3691944
Serbia,2016,53,53.0,,
Kyrgyzstan,2013,71.9 [67.4 - 76.4],71.8633181,67.3604186,76.3662175
Kazakhstan,2018,65.3 [60.9 - 69.8],65.3261822,60.8824784,69.7698859
Portugal,2018,29.1 [27.6 - 30.5],29.0719975,27.6274886,30.5165065
Iceland,2013,29.6 [28.0 - 31.2],29.5763148,27.9976322,31.1549975
Spain,2008,28.2 [26.8 - 29.6],28.2237988,26.8450025,29.6025951
Romania,2015,16.6 [15.3 - 18.0],16.6468632,15.2589443,18.0347821
Croatia,2008,30.4 [28.9 - 32.0],30.4316044,28.896185,31.9670237
Armenia,2000,54.1 [50.5 - 57.7],54.0977629,50.4587593,57.7367666
Turkmenistan,2002,84.9 [81.6 - 88.3],84.9469657,81.633259,88.2606725
Germany,2015,14.1 [13.3 - 14.9],14.0797263,13.3047421,14.8547105
Albania,2013,37.5 [35.3 - 39.7],37.5174042,35.3399904,39.6948181
Kazakhstan,2014,83.8 [79.8 - 87.8],83.7890174,79.7658701,87.8121647
Italy,2005,25.6 [24.3 - 26.9],25.5841489,24.2652706,26.9030271
Luxembourg,2004,16.9 [15.8 - 18.0],16.9090791,15.8160918,18.0020664
Tajikistan,2005,92.9 [90.3 - 95.5],92.9303904,90.3379479,95.5228328
Greece,2011,35.1 [33.3 - 36.9],35.1316383,33.3217284,36.9415482
Georgia,2011,43.7 [40.6 - 46.9],43.7169781,40.5583258,46.8756303
Denmark,2017,15.1 [14.2 - 16.0],15.0808572,14.186449,15.9752654
Italy,2019,33.1 [31.5 - 34.7],33.0769879,31.4573743,34.6966015
Spain,2010,22.7 [21.6 - 23.9],22.7376643,21.5792996,23.896029
Slovenia,2000,18.7 [17.6 - 19.8],18.679508,17.5936489,19.7653671
Sweden,2005,16.0 [15.1 - 16.9],15.9873995,15.110018,16.8647811
North Macedonia,2008,44.6 [41.1 - 48.1],44.627237,41.1219311,48.1325429
United Kingdom of Great Britain and Northern Ireland,2009,29.1 [27.6 - 30.5],29.0578525,27.6485721,30.4671329
Denmark,2017,28.8 [27.2 - 30.4],28.8377413,27.2346494,30.4408333
Finland,2012,14.1 [13.3 - 14.8],14.0628402,13.2946217,14.8310588
Cyprus,2016,22.6 [21.0 - 24.3],22.622135,20.9810685,24.2632015
Tajikistan,2014,83.5 [79.3 - 87.6],83.4745786,79.344186,87.6049713
Georgia,2008,44.4 [41.2 - 47.6],44.4081417,41.2059544,47.610329
Montenegro,2016,31.8,31.8,,
Norway,2014,22.7 [21.2 - 24.3],22.7389966,21.1773131,24.3006801
Slovenia,2011,28.0 [26.7 - 29.4],28.0431588,26.6555632,29.4307544
Spain,2019,21.3 [20.2 - 22.3],21.2574958,20.2116544,22.3033371
Croatia,2006,21.6 [20.4 - 22.8],21.6187349,20.4236605,22.8138093
Georgia,2011,52.5 [48.8 - 56.2],52.5221064,48.8041351,56.2400777
Switzerland,2013,13.4 [12.5 - 14.2],13.3558238,12.5096017,14.2020458
Hungary,2017,19.4 [18.3 - 20.4],19.3702296,18.3333537,20.4071054
Norway,2005,31.0 [29.3 - 32.6],30.9613293,29.3178465,32.6048122
Bulgaria,2002,25.4 [23.8 - 27.1],25.4357501,23.7734051,27.0980951
Armenia,2018,38.4 [35.8 - 41.0],38.4488036,35.8496641,41.0479432
Luxembourg,2001,11.3 [10.5 - 12.0],11.2700376,10.549135,11.9909402
Finland,2017,28.9 [27.4 - 30.4],28.8905092,27.38543,30.3955883
Uzbekistan,2000,79.3 [74.9 - 83.7],79.3207221,74.8999559,83.7414882
Switzerland,2003,13.4 [12.7 - 14.2],13.4326162,12.7118301,14.1534022
Lithuania,2001,26.1 [24.1 - 28.0],26.0587995,24.1314979,27.986101
Italy,2008,34.0 [32.4 - 35.7],34.0238915,32.3748646,35.6729184
Netherlands (Kingdom of the),2000,21.3 [20.2 - 22.4],21.3271599,20.2410379,22.413282
Kazakhstan,2018,74.8 [70.6 - 79.1],74.8350694,70.5618523,79.1082866
Lithuania,2007,24.0 [22.4 - 25.6],23.9886685,22.4066471,25.5706899
Iceland,2007,15.0 [14.2 - 15.9],15.0267188,14.1643003,15.8891372
Uzbekistan,2011,86.8 [83.2 - 90.5],86.8343513,83.1668698,90.5018328
Armenia,2020,51.3 [47.9 - 54.7],51.2997559,47.8913377,54.708174
Andorra,2006,11.2 [10.4 - 12.1],11.2423066,10.4283518,12.0562615
Denmark,2002,28.3 [26.9 - 29.7],28.3239095,26.9028577,29.7449612
Albania,2001,50.0 [47.8 - 52.1],49.9847177,47.8412246,52.1282108
Hungary,2000,28.5 [26.9 - 30.1],28.5009924,26.9112211,30.0907637
Slovenia,2010,19.6 [18.6 - 20.7],19.6486613,18.6177128,20.6796097
Azerbaijan,2015,91.4 [88.0 - 94.8],91.4155132,88.0168986,94.8141278
Russian Federation,2013,26.2 [24.7 - 27.7],26.2436419,24.7415232,27.7457606
Israel,2009,51.1 [47.9 - 54.3],51.1110114,47.9443138,54.277709
Uzbekistan,2001,90.8 [87.6 - 93.9],90.7621707,87.6023866,93.9219548
Belgium,2008,14.5 [13.7 - 15.3],14.4845924,13.7175622,15.2516227
Finland,2009,27.4 [26.0 - 28.7],27.3746257,26.0097109,28.7395404
Armenia,2019,58.2 [54.4 - 62.0],58.2201259,54.401888,62.0383639
Greece,2011,17.8 [16.7 - 18.8],17.7654466,16.7286094,18.8022838
Bulgaria,2002,45.2 [42.5 - 47.9],45.194483,42.5337078,47.8552582
Uzbekistan,2002,84.9 [81.1 - 88.8],84.9452367,81.1342632,88.7562101
Türkiye,2011,94.4 [93.2 - 95.7],94.4358655,93.1696563,95.7020746
Slovenia,2006,18.7 [17.6 - 19.7],18.6641787,17.6436883,19.684669
Romania,2011,31.8 [29.2 - 34.3],31.7563229,29.1680129,34.344633
Ireland,2001,23.5 [21.9 - 25.1],23.4769007,21.8895635,25.0642378
Uzbekistan,2011,92.1 [89.1 - 95.1],92.0900949,89.0941912,95.0859986
Malta,2020,30.8 [29.2 - 32.4],30.8177135,29.2120698,32.4233573
Hungary,2008,36.0 [34.2 - 37.8],36.0157861,34.2350168,37.7965555
Greece,2009,24.7 [23.5 - 26.0],24.7477276,23.4782915,26.0171637
Denmark,2000,28.2 [26.7 - 29.6],28.1598008,26.7013913,29.6182103
Türkiye,2016,85.1 [82.8 - 87.4],85.0854956,82.818986,87.3520052
Luxembourg,2008,20.7 [18.8 - 22.6],20.728014,18.8364428,22.6195853
Belgium,2018,15.0 [14.2 - 15.9],15.0275662,14.1691241,15.8860083
Greece,2002,34.2 [32.3 - 36.1],34.1918184,32.3300378,36.0535991
Cyprus,2009,22.5 [20.8 - 24.1],22.4656421,20.8498263,24.081458
Armenia,2012,39.6 [36.9 - 42.3],39.6040589,36.8810679,42.32705
Ireland,2011,23.7 [22.5 - 25.0],23.7215873,22.4848302,24.9583443
Switzerland,2018,25.9 [24.1 - 27.7],25.8843944,24.0825088,27.68628
Andorra,2001,15.3 [14.2 - 16.3],15.271936,14.2444384,16.2994337
Austria,2016,20.3 [19.2 - 21.4],20.3135923,19.2126311,21.4145534
Tajikistan,2010,84.2 [80.2 - 88.3],84.214056,80.1557834,88.2723286
Belgium,2017,29.3 [27.8 - 30.8],29.3399902,27.8309754,30.849005
Armenia,2001,54.3 [50.6 - 57.9],54.25948,50.6071008,57.9118593
Russian Federation,2005,40.8 [38.7 - 42.9],40.7989617,38.6810365,42.9168869
Kyrgyzstan,2009,80.3 [76.5 - 84.1],80.2862778,76.4977477,84.0748079
Turkmenistan,2016,89.5 [86.1 - 92.9],89.5182836,86.1032192,92.933348
Belarus,2011,19.6 [17.8 - 21.4],19.5640567,17.7684233,21.3596901
Austria,2019,19.9 [18.7 - 21.1],19.9017791,18.7443256,21.0592326
Czechia,2015,17.4 [16.4 - 18.4],17.3935232,16.4080063,18.3790401
Denmark,2018,15.0 [14.0 - 15.9],14.9516268,14.0461104,15.8571432
Uzbekistan,2018,91.2 [88.0 - 94.4],91.2092468,88.01608,94.4024136
Hungary,2020,36.8 [34.9 - 38.6],36.7537207,34.906896,38.6005454
United Kingdom of Great Britain and Northern Ireland,2015,29.1 [27.7 - 30.6],29.1445296,27.7240404,30.5650188
Türkiye,2006,94.9 [93.8 - 96.1],94.9358496,93.7530789,96.1186203
Albania,2004,50.7 [48.6 - 52.9],50.7119271,48.5656474,52.8582067
Malta,2020,22.7 [21.5 - 23.9],22.7206571,21.5064507,23.9348635
Tajikistan,2006,88.6 [85.4 - 91.8],88.5837522,85.4055139,91.7619905
Finland,2000,14.7 [13.8 - 15.5],14.6551254,13.7918856,15.5183651
Norway,2016,23.5 [22.1 - 25.0],23.5378321,22.0717331,25.0039311
Kazakhstan,2010,76.2 [72.2 - 80.2],76.1867893,72.1506318,80.2229467
Bosnia and Herzegovina,2009,69.4 [65.4 - 73.3],69.3521902,65.3767443,73.327636
Ireland,2013,24.5 [23.2 - 25.7],24.4713264,23.2074252,25.7352276
Turkmenistan,2018,89.7 [86.2 - 93.1],89.6655714,86.2297511,93.1013916
Poland,2011,18.8 [17.8 - 19.8],18.7798181,17.7650437,19.7945926
Finland,2006,13.6 [12.9 - 14.4],13.6183563,12.8730488,14.3636639
Romania,2012,24.5 [22.5 - 26.5],24.4705044,22.4543339,26.4866749
Russian Federation,2003,51.5 [49.0 - 54.1],51.5448738,48.9924309,54.0973168
Germany,2019,20.9 [19.7 - 22.0],20.8645542,19.6880678,22.0410406
Slovakia,2019,26.5 [25.2 - 27.9],26.5301184,25.1837378,27.8764989
Türkiye,2002,86.8 [84.7 - 89.0],86.847802,84.7346853,88.9609187
Azerbaijan,2004,86.5 [83.2 - 89.9],86.5280003,83.1567964,89.8992042
France,2016,15.3 [14.5 - 16.2],15.3421236,14.5046702,16.1795771
Hungary,2002,18.8 [17.7 - 19.9],18.754472,17.657521,19.851423
Kyrgyzstan,2006,85.8 [82.4 - 89.2],85.8100145,82.4098718,89.2101572
Kyrgyzstan,2011,79.9 [75.9 - 83.8],79.8639903,75.9256962,83.8022845
Azerbaijan,2006,80.0 [75.7 - 84.2],79.9838538,75.7219712,84.2457365
Israel,2002,51.3 [48.1 - 54.5],51.3010738,48.08749,54.5146575
Slovenia,2008,35.8 [34.0 - 37.5],35.7553417,34.00231,37.5083734
Armenia,2002,43.7 [40.6 - 46.7],43.6713318,40.6147688,46.7278949
Turkmenistan,2012,89.9 [86.5 - 93.2],89.8543257,86.5419981,93.1666533
Albania,2003,38.0 [35.9 - 40.1],38.009703,35.8970197,40.1223864
Kyrgyzstan,2017,73.2 [68.8 - 77.6],73.1891127,68.7980297,77.5801957
Sweden,2006,30.7 [29.3 - 32.2],30.744468,29.2521613,32.2367747
Ukraine,2012,39.1 [36.5 - 41.7],39.0701584,36.4784713,41.6618454
Albania,2011,60.6 [58.3 - 63.0],60.6290864,58.2936413,62.9645315
Greece,2011,26.6 [25.2 - 28.0],26.6210698,25.1950756,28.047064
Latvia,2001,29.0 [26.8 - 31.3],29.0328826,26.7656799,31.3000854
Slovenia,2020,20.2 [19.0 - 21.3],20.1756237,19.046895,21.3043523
Ireland,2003,23.5 [22.1 - 24.9],23.4724517,22.0795528,24.8653506
Azerbaijan,2014,79.7 [74.9 - 84.5],79.650648,74.8501573,84.4511387
North Macedonia,2011,57.5 [53.7 - 61.3],57.4899144,53.7134542,61.2663745
Sweden,2018,15.4 [14.5 - 16.3],15.4435402,14.5442279,16.3428524
Lithuania,2006,30.2 [28.3 - 32.2],30.2344803,28.2608111,32.2081495
Andorra,2010,12.8 [11.9 - 13.6],12.7541816,11.8695767,13.6387865
Azerbaijan,2009,80.0 [75.4 - 84.5],79.9646802,75.389135,84.5402253
Ireland,2015,22.3 [20.8 - 23.9],22.3482982,20.8362962,23.8603003
Denmark,2013,29.4 [27.9 - 30.9],29.3901992,27.9161632,30.8642351
Cyprus,2007,21.4 [19.9 - 22.8],21.3584005,19.8687967,22.8480044
Netherlands (Kingdom of the),2003,29.1 [27.7 - 30.5],29.0710854,27.6643399,30.477831
Cyprus,2004,28.1 [26.3 - 29.8],28.0589851,26.2724289,29.8455413
Germany,2005,14.1 [13.3 - 14.9],14.0937504,13.2958431,14.8916578
Italy,2000,15.1 [14.2 - 15.9],15.0561852,14.1977336,15.9146369
Denmark,2001,21.2 [20.1 - 22.3],21.2058121,20.099834,22.3117902
Czechia,2003,32.7 [30.9 - 34.6],32.741185,30.8675812,34.6147888
Turkmenistan,2007,79.5 [75.5 - 83.6],79.5488044,75.5032456,83.5943632
Tajikistan,2005,83.7 [80.0 - 87.4],83.6886549,79.9576712,87.4196386
Ukraine,2006,23.4 [21.6 - 25.3],23.4322047,21.555851,25.3085585
Ireland,2020,16.8 [15.2 - 18.4],16.7907234,15.2115639,18.369883
Romania,2003,17.4 [15.3 - 19.4],17.3653722,15.3056488,19.4250957
Armenia,2016,38.9 [36.2 - 41.5],38.8817938,36.2358291,41.5277586
Albania,2010,49.2 [47.0 - 51.4],49.1735492,46.9585156,51.3885827
Ireland,2016,21.9 [20.3 - 23.4],21.8730877,20.3345291,23.4116462
Russian Federation,2009,49.4 [47.1 - 51.6],49.3530096,47.1315369,51.5744823
Belgium,2007,22.4 [21.3 - 23.5],22.4254953,21.3159208,23.5350697
Ukraine,2010,22.6 [20.8 - 24.5],22.6301026,20.8095644,24.4506408
Türkiye,2003,86.9 [84.8 - 89.0],86.8820126,84.782606,88.9814193
France,2007,22.0 [20.9 - 23.2],22.0323219,20.8657197,23.1989242
Finland,2007,13.3 [12.6 - 14.1],13.337127,12.6103802,14.0638738
Andorra,2011,21.5 [20.2 - 22.8],21.4910699,20.1505029,22.8316369
Azerbaijan,2010,91.0 [87.5 - 94.4],90.9793442,87.5321655,94.4265228
Belarus,2012,28.4 [26.2 - 30.6],28.3943956,26.2141137,30.5746775
Cyprus,2015,42.9 [40.3 - 45.6],42.9035495,40.2534917,45.5536072
Finland,2020,29.0 [27.4 - 30.5],28.9743903,27.4336597,30.5151209
Iceland,2009,22.1 [20.9 - 23.3],22.1410502,20.9414041,23.3406964
Luxembourg,2007,16.1 [14.7 - 17.4],16.0740396,14.7104141,17.437665
Belgium,2005,29.7 [28.2 - 31.2],29.6951751,28.2298988,31.1604514
Republic of Moldova,2008,30.4 [28.2 - 32.6],30.3669718,28.1783284,32.5556152
Poland,2007,19.3 [18.2 - 20.4],19.2684915,18.1789045,20.3580786
Croatia,2000,38.6 [36.5 - 40.7],38.6024247,36.506292,40.6985573
Armenia,2018,58.9 [55.0 - 62.8],58.904659,55.0345481,62.7747699
Russian Federation,2011,48.8 [46.7 - 51.0],48.8371807,46.6708752,51.0034861
Kyrgyzstan,2013,86.6 [83.1 - 90.1],86.6022717,83.0939628,90.1105806
Bulgaria,2018,33.7 [31.8 - 35.5],33.6696463,31.831424,35.5078685
Netherlands (Kingdom of the),2011,15.0 [14.2 - 15.8],14.9758862,14.1622107,15.7895617
Israel,2018,39.6 [36.8 - 42.3],39.5604438,36.7944279,42.3264597
Republic of Moldova,2002,23.5 [21.6 - 25.4],23.4801158,21.5915415,25.36869
Norway,2006,22.9 [21.6 - 24.3],22.9325417,21.596079,24.2690045
Slovenia,2010,28.4 [27.0 - 29.8],28.3616723,26.9613027,29.7620419
Czechia,2006,32.5 [30.7 - 34.3],32.5160057,30.740861,34.2911504
Greece,2019,37.4 [35.6 - 39.3],37.4070567,35.5529188,39.2611947
Tajikistan,2002,87.9 [84.8 - 91.0],87.8925911,84.8131484,90.9720338
Armenia,2011,39.7 [37.0 - 42.4],39.6847963,36.9625239,42.4070687
Bosnia and Herzegovina,2002,60.2 [56.2 - 64.1],60.1535013,56.2271876,64.0798149
Netherlands (Kingdom of the),2000,28.3 [26.9 - 29.7],28.303436,26.897354,29.7095179
Armenia,2014,38.6 [36.0 - 41.2],38.6090306,35.9843453,41.2337159
Russian Federation,2002,29.5 [27.7 - 31.3],29.5044279,27.707149,31.3017067
Luxembourg,2012,11.1 [10.0 - 12.2],11.1045288,10.0104642,12.1985933
Albania,2015,36.9 [34.7 - 39.1],36.8906739,34.7009171,39.0804307
Croatia,2020,22.7 [21.5 - 24.0],22.7258503,21.4777567,23.9739439
Belarus,2004,37.7 [35.2 - 40.3],37.7100561,35.1523106,40.2678017
Hungary,2020,28.7 [27.2 - 30.2],28.6783892,27.2039557,30.1528228
France,2010,22.7 [21.5 - 23.8],22.677763,21.5122797,23.8432463
Cyprus,2008,21.2 [19.7 - 22.7],21.1911817,19.6915243,22.6908392
Azerbaijan,2000,86.3 [83.1 - 89.5],86.3164316,83.0880076,89.5448557
Romania,2017,24.2 [22.3 - 26.0],24.1559593,22.2815003,26.0304183
Spain,2003,21.5 [20.3 - 22.7],21.5017103,20.3064021,22.6970186
United Kingdom of Great Britain and Northern Ireland,2004,14.0 [13.2 - 14.8],13.973622,13.1858426,14.7614014
Bosnia and Herzegovina,2004,47.6 [43.8 - 51.4],47.5842614,43.7813612,51.3871616
Italy,2016,25.9 [24.6 - 27.2],25.930052,24.6317328,27.2283711
Tajikistan,2018,83.2 [79.0 - 87.3],83.1641588,79.0072469,87.3210708
Sweden,2020,29.6 [28.0 - 31.2],29.5961877,27.9617161,31.2306594
Albania,2009,47.9 [45.7 - 50.1],47.8948194,45.6634094,50.1262294
Italy,2017,33.5 [31.9 - 35.1],33.5068955,31.8786317,35.1351593
Cyprus,2013,33.9 [31.7 - 36.2],33.9343135,31.6896171,36.17901
Lithuania,2018,25.2 [23.5 - 26.9],25.2304426,23.5213129,26.9395722
Norway,2006,30.0 [28.3 - 31.7],30.0171755,28.3052229,31.7291282
Georgia,2003,38.4 [35.8 - 41.0],38.4270217,35.8086194,41.045424
Portugal,2017,14.5 [13.7 - 15.2],14.4518882,13.6582546,15.2455218
Uzbekistan,2010,81.6 [77.3 - 85.9],81.5918578,77.2527394,85.9309762
Albania,2011,36.5 [34.3 - 38.6],36.4807695,34.3375586,38.6239803
France,2013,30.0 [28.6 - 31.5],30.0442564,28.5542904,31.5342224
Albania,2012,62.5 [60.2 - 64.8],62.4977827,60.2192329,64.7763324
Finland,2003,28.9 [27.4 - 30.4],28.9126779,27.4036659,30.4216899
Turkmenistan,2017,89.6 [86.2 - 93.0],89.5874265,86.1683794,93.0064736
Bosnia and Herzegovina,2011,69.3 [65.3 - 73.3],69.3073086,65.3407369,73.2738804
Andorra,2011,17.2 [16.1 - 18.3],17.1782746,16.0643514,18.2921977
United Kingdom of Great Britain and Northern Ireland,2004,27.6 [26.2 - 29.1],27.6227868,26.1785335,29.06704
Netherlands (Kingdom of the),2016,15.6 [14.7 - 16.5],15.6222788,14.7190733,16.5254842
Spain,2006,20.3 [19.2 - 21.3],20.261445,19.1975791,21.3253108
Romania,2003,32.3 [28.7 - 35.8],32.2600026,28.688702,35.8313032
Bulgaria,2011,35.5 [33.6 - 37.5],35.5481876,33.5703359,37.5260393
Turkmenistan,2012,83.8 [79.9 - 87.6],83.7770742,79.9064155,87.647733
Luxembourg,2016,11.1 [9.7 - 12.4],11.0505114,9.7327663,12.3682566
Bulgaria,2003,45.0 [42.4 - 47.6],45.0083348,42.3725402,47.6441294
Cyprus,2003,21.0 [19.6 - 22.5],21.0299696,19.6071965,22.4527427
Spain,2005,13.4 [12.6 - 14.2],13.3784604,12.6036143,14.1533066
Netherlands (Kingdom of the),2000,14.1 [13.3 - 14.9],14.0898444,13.3260857,14.853603
Ukraine,2011,38.9 [36.3 - 41.5],38.9162357,36.3314707,41.5010007
Türkiye,2014,85.1 [82.9 - 87.3],85.1071979,82.8645176,87.3498783
Greece,2014,27.4 [25.9 - 28.8],27.3563316,25.9034031,28.8092601
Azerbaijan,2007,79.6 [75.2 - 84.0],79.565957,75.1652789,83.966635
Greece,2020,39.9 [37.9 - 42.0],39.9434159,37.9069245,41.9799073
United Kingdom of Great Britain and Northern Ireland,2015,15.0 [14.2 - 15.8],15.0262403,14.2206101,15.8318704
Czechia,2017,25.1 [23.7 - 26.4],25.070723,23.6922085,26.4492375
Italy,2018,25.0 [23.7 - 26.2],24.9786936,23.7250807,26.2323064
Poland,2010,19.0 [18.0 - 20.1],19.0224623,17.9860694,20.0588553
Netherlands (Kingdom of the),2008,21.4 [20.3 - 22.4],21.3577039,20.2740468,22.4413611
Switzerland,2020,26.3 [24.4 - 28.1],26.2520361,24.4204423,28.08363
Luxembourg,2007,11.1 [10.1 - 12.0],11.0558988,10.1038124,12.0079853
Tajikistan,2001,82.8 [79.1 - 86.4],82.753863,79.1288978,86.3788283
France,2002,21.4 [20.1 - 22.6],21.3522748,20.104127,22.6004225
Switzerland,2012,19.8 [18.6 - 21.0],19.8049942,18.6373843,20.9726041
Latvia,2010,18.2 [16.8 - 19.6],18.2185758,16.8347958,19.6023559
